similarity;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,2],"matchScore":[1,0.2916666666666667,0.925],"exact":1,"score":2.216666666666667,"order":1,"size":0.3333333333333333};2051;aleea pricopan 6a;1285;aleea modrogan 6
{"matched":[0,1,2],"matchScore":[1,0.24537037037037038,1],"exact":2,"score":2.2453703703703702,"order":1,"size":0.3333333333333333};2052;aleea pricopan 8;39;aleea alexandru 8
{"matched":[0,1,2],"matchScore":[0.43333333333333335,0.2847222222222222,1],"exact":1,"score":1.7180555555555554,"order":1,"size":0.3333333333333333};2053;aleea pricopan 12;1919;calea victoriei 12
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2054;strada principatele unite 2;1538;strada principatele unite 63
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2055;strada principatele unite 2;1538;strada principatele unite 63
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2056;strada principatele unite 59;1538;strada principatele unite 63
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2057;strada principatele unite 64;1538;strada principatele unite 63
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2058;strada principatele unite 70;1538;strada principatele unite 63
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2059;strada principatele unite 71;1538;strada principatele unite 63
{"matched":[0,1,2],"matchScore":[1,0.35749999999999993,1],"exact":2,"score":2.3575,"order":1,"size":0.3333333333333333};2060;strada profesorilor 4;1528;strada postei 4
{"matched":[0,2,3],"matchScore":[1,0.3527777777777778,1],"exact":2,"score":2.352777777777778,"order":0.7777777777777777,"size":0.25};2061;strada profesorilor 8;710;strada dumbrava rosie 8
{"matched":[0,1,4],"matchScore":[1,0.2596801346801347,0.39999999999999997],"exact":1,"score":1.6596801346801346,"order":0.6444444444444446,"size":0.2};2062;intrarea progresului 17c;373;intrarea caragiale i l 1
{"matched":[0,1,4],"matchScore":[1,0.36147186147186144,1],"exact":2,"score":2.3614718614718617,"order":0.6444444444444446,"size":0.2};2063;strada progresului 3;1614;strada robescu c f 3
{"matched":[0,1,2],"matchScore":[1,0.3496969696969697,1],"exact":2,"score":2.3496969696969696,"order":1,"size":0.3333333333333333};2064;strada progresului 4;1535;strada praga 4
{"matched":[0,1,4],"matchScore":[1,0.36147186147186144,1],"exact":2,"score":2.3614718614718617,"order":0.6444444444444446,"size":0.2};2065;strada progresului 16;1626;strada robescu c f 16
{"matched":[0,1,2],"matchScore":[1,0.38857142857142857,1],"exact":2,"score":2.388571428571429,"order":1,"size":0.3333333333333333};2066;strada puscasului 18;1393;strada parfumului 18
{"matched":[0,2,1,3],"matchScore":[1,1,0.23611111111111108,0.3333333333333333],"exact":2,"score":2.5694444444444446,"order":0.75,"size":0.25};2067;strada radu beller 25;358;strada calomfirescu radu 15
{"matched":[0,1,2,3,4],"matchScore":[1,1,1,1,1],"exact":5,"score":5,"order":1,"size":0.2};2068;strada baia de fier 6;139;strada baia de fier 6
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};2069;strada blanari 2;159;strada blanari 2
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};2070;strada blanari 8;234;strada blanari 8
{"matched":[0,1,2],"matchScore":[1,0.39841269841269844,1],"exact":2,"score":2.3984126984126983,"order":1,"size":0.3333333333333333};2071;strada rafael 2;1592;strada razoare 2
{"matched":[0,1,2],"matchScore":[1,1,0.3055555555555555],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};2072;calea rahovei 51;1583;calea rahovei 216
{"matched":[0,1,2],"matchScore":[1,1,0.3055555555555555],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};2073;calea rahovei 53;1587;calea rahovei 232
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};2074;calea rahovei 65;1574;calea rahovei 147-159
{"matched":[0,1,2],"matchScore":[1,1,0.3055555555555555],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};2075;calea rahovei 69;1581;calea rahovei 196
{"matched":[0,1,2],"matchScore":[1,1,0.3055555555555555],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};2076;calea rahovei 71;1574;calea rahovei 147-159
{"matched":[0,1,2],"matchScore":[1,0.30952380952380953,1],"exact":2,"score":2.3095238095238093,"order":1,"size":0.3333333333333333};2077;calea rahovei 72;1458;calea plevnei 72
{"matched":[0,1,2],"matchScore":[1,1,0.2638888888888889],"exact":2,"score":2.263888888888889,"order":1,"size":0.3333333333333333};2078;calea rahovei 74-76;1577;calea rahovei 171
{"matched":[0,1,2],"matchScore":[1,0.30952380952380953,1],"exact":2,"score":2.3095238095238093,"order":1,"size":0.3333333333333333};2079;calea rahovei 86;1462;calea plevnei 86
{"matched":[0,1,2],"matchScore":[1,1,0.3055555555555555],"exact":2,"score":2.3055555555555554,"order":1,"size":0.3333333333333333};2080;calea rahovei 92;1585;calea rahovei 220
{"matched":[0,2,3],"matchScore":[1,0.37103174603174605,1],"exact":2,"score":2.371031746031746,"order":0.7777777777777777,"size":0.25};2081;strada raspantiilor 29;547;strada costache aristia 29
{"matched":[0,2,3],"matchScore":[1,0.38333333333333336,1],"exact":2,"score":2.3833333333333333,"order":0.7777777777777777,"size":0.25};2082;strada raureanu 5;347;strada calomfirescu radu 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2083;bulevardul regina maria 30;1175;bulevardul regina maria 32
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2084;bulevardul regina maria 47;1178;bulevardul regina maria 40
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2085;bulevardul regina maria 57;937;bulevardul regina maria 54
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2086;bulevardul regina maria 62;1180;bulevardul regina maria 62
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2087;bulevardul regina maria 74;1183;bulevardul regina maria 76
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2088;bulevardul regina elisabeta 15-19;727;bulevardul regina elisabeta 15-19
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};2089;bulevardul regina elisabeta 30;723;bulevardul regina elisabeta 3
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2090;bulevardul regina elisabeta 33;731;bulevardul regina elisabeta 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2091;bulevardul regina elisabeta 39;734;bulevardul regina elisabeta 39
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2092;bulevardul regina elisabeta 41;735;bulevardul regina elisabeta 41
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};2093;bulevardul regina elisabeta 54;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};2094;bulevardul regina elisabeta 61;611;bulevardul regina elisabeta 21
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};2095;bulevardul regina elisabeta 71;611;bulevardul regina elisabeta 21
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};2096;bulevardul regina elisabeta 73;731;bulevardul regina elisabeta 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2097;bulevardul regina maria 30;1175;bulevardul regina maria 32
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.43333333333333335],"exact":3,"score":3.4333333333333336,"order":1,"size":0.25};2098;bulevardul regina maria 36;1177;bulevardul regina maria 36-38
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2099;bulevardul regina maria 47;1178;bulevardul regina maria 40
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2100;bulevardul regina maria 57;937;bulevardul regina maria 54
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};2101;bulevardul regina maria 62;1180;bulevardul regina maria 62
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};2102;bulevardul regina maria 74;1183;bulevardul regina maria 76
{"matched":[0,1,3],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};2103;strada ripiceni 2;1281;strada mirinescu mihail 2
{"matched":[0,2,3],"matchScore":[1,0.3898809523809524,1],"exact":2,"score":2.3898809523809526,"order":0.7777777777777777,"size":0.25};2104;strada ritoride 14;30;strada alexandrescu grigore 14
{"matched":[0,1,2,3],"matchScore":[1,0.32142857142857145,0.23214285714285712,1],"exact":2,"score":2.553571428571429,"order":1,"size":0.25};2105;strada robert koch 8;623;strada demarat zossima 8
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};2106;strada roma 41;1643;strada roma 48
{"matched":[0,1,2],"matchScore":[1,1,0.925],"exact":2,"score":2.925,"order":1,"size":0.3333333333333333};2107;strada romulus 6;1681;strada romulus 66
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};2108;strada romulus 16;1660;strada romulus 1
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};2109;strada romulus 83-85;1686;strada romulus 87
{"matched":[0,2,3],"matchScore":[1,0.39166666666666666,0.9555555555555555],"exact":1,"score":2.3472222222222223,"order":0.7777777777777777,"size":0.25};2110;strada ronda 24;1566;strada radu voda 24a
{"matched":[0,1,2],"matchScore":[1,0.39206349206349206,1],"exact":2,"score":2.392063492063492,"order":1,"size":0.3333333333333333};2111;strada rotasului 4;1662;strada romulus 4
{"matched":[0,2,3],"matchScore":[1,0.3194444444444444,1],"exact":2,"score":2.3194444444444446,"order":0.7777777777777777,"size":0.25};2112;strada rumeoara 25;1993;strada vulcanescu mircea 25
{"matched":[0,2,3],"matchScore":[1,0.3194444444444444,1],"exact":2,"score":2.3194444444444446,"order":0.7777777777777777,"size":0.25};2113;strada rumeoara 29;1997;strada vulcanescu mircea 29
{"matched":[0,1,2],"matchScore":[1,0.3875,0.9555555555555555],"exact":1,"score":2.3430555555555554,"order":1,"size":0.3333333333333333};2114;strada rumeoara 30;1639;strada roma 30a
{"matched":[0,1,2],"matchScore":[1,0.3875,1],"exact":2,"score":2.3875,"order":1,"size":0.3333333333333333};2115;strada rumeoara 35;1640;strada roma 35
{"matched":[0,1,2],"matchScore":[1,0.375,1],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};2116;strada rusetu 10;1610;strada raureanu 10
{"matched":[0,1,2,3],"matchScore":[1,0.38125000000000003,0.33749999999999997,1],"exact":2,"score":2.71875,"order":1,"size":0.25};2117;strada sachelarie visarion 8;20;strada alecsandri vasile 8
{"matched":[0,1,3],"matchScore":[1,0.37142857142857144,1],"exact":2,"score":2.3714285714285714,"order":0.7777777777777777,"size":0.25};2118;strada sagetii 1;1759;strada sfintii apostoli 1
{"matched":[0,1,2],"matchScore":[1,0.4031746031746032,1],"exact":2,"score":2.403174603174603,"order":1,"size":0.3333333333333333};2119;strada sagetii 5;1715;strada sapientei 5
{"matched":[0,1,3],"matchScore":[1,0.3392857142857143,1],"exact":2,"score":2.3392857142857144,"order":0.7777777777777777,"size":0.25};2120;strada sagetii 9;1749;strada sfanta vineri 9
{"matched":[0,2,4],"matchScore":[1,0.35000000000000003,1],"exact":2,"score":2.35,"order":0.7333333333333334,"size":0.2};2121;strada salcamilor 7;1617;strada robescu c f 7
{"matched":[0,1,3],"matchScore":[1,0.36640211640211645,1],"exact":2,"score":2.3664021164021163,"order":0.7777777777777777,"size":0.25};2122;strada sapientei 2;1420;strada parintele staniloaie 2
{"matched":[0,1,2],"matchScore":[1,0.3666666666666667,1],"exact":2,"score":2.3666666666666667,"order":1,"size":0.3333333333333333};2123;strada sapientei 6;1765;strada sfintilor 6
{"matched":[0,1,2],"matchScore":[1,0.9846153846153847,1],"exact":2,"score":2.9846153846153847,"order":1,"size":0.3333333333333333};2124;strada sarmisegetuza 3;1716;strada sarmisegetusa 3
{"matched":[0,1,2],"matchScore":[1,0.9846153846153847,1],"exact":2,"score":2.9846153846153847,"order":1,"size":0.3333333333333333};2125;strada sarmisegetuza 6;1718;strada sarmisegetusa 6
{"matched":[0,1,2],"matchScore":[1,0.9846153846153847,1],"exact":2,"score":2.9846153846153847,"order":1,"size":0.3333333333333333};2126;strada sarmisegetuza 8;1719;strada sarmisegetusa 8
{"matched":[0,2,1,3],"matchScore":[1,0.3952380952380952,0.21527777777777776,1],"exact":2,"score":2.610515873015873,"order":0.75,"size":0.25};2127;strada scarlat otulescu 4;610;strada davila carol 4
{"matched":[0,1,3],"matchScore":[1,0.367739898989899,1],"exact":2,"score":2.367739898989899,"order":0.7777777777777777,"size":0.25};2128;strada scarlatescu 26;31;strada alexandrescu grigore 26
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2129;bulevardul schitu magureanu 5;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2130;bulevardul schitu magureanu 7;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2131;bulevardul schitu magureanu 9;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2132;bulevardul schitu magureanu 20;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2133;bulevardul schitu magureanu 21;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2134;bulevardul schitu magureanu 41;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2135;bulevardul schitu magureanu 41b;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2136;bulevardul schitu magureanu 51;1726;bulevardul schitu magureanu 19
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};2137;bulevardul schitu magureanu 57;1726;bulevardul schitu magureanu 19
{"matched":[0,2,3],"matchScore":[1,0.35000000000000003,1],"exact":2,"score":2.35,"order":0.7777777777777777,"size":0.25};2138;strada selari 15;1695;strada rosetti maria 15
{"matched":[0,3,4],"matchScore":[1,0.310515873015873,1],"exact":2,"score":2.310515873015873,"order":0.6444444444444446,"size":0.2};2139;strada selari 17;995;strada institutul medico militar 1-7
{"matched":[0,1,3],"matchScore":[1,0.39999999999999997,1],"exact":2,"score":2.4,"order":0.7777777777777777,"size":0.25};2140;strada selari 18;1668;strada stelea spatarul 18
{"matched":[0,1,2],"matchScore":[1,1,0.43333333333333335],"exact":2,"score":2.4333333333333336,"order":1,"size":0.3333333333333333};2141;strada selari 20;1824;strada selari 20-22
{"matched":[0,1,2],"matchScore":[1,0.4125,1],"exact":2,"score":2.4125,"order":1,"size":0.3333333333333333};2142;strada selari 24;1791;strada soarelui 2-4
{"matched":[0,3,4],"matchScore":[1,0.3551587301587302,1],"exact":2,"score":2.3551587301587302,"order":0.6444444444444446,"size":0.2};2143;strada semicercului 1;649;strada dobrescu i demetru 1
{"matched":[0,2,3],"matchScore":[1,0.35555555555555557,1],"exact":2,"score":2.3555555555555556,"order":0.7777777777777777,"size":0.25};2144;strada semicercului 2;2020;strada zola emile 2
{"matched":[0,1,2],"matchScore":[1,0.375,1],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};2145;strada semilunei 4;1712;strada sapientei 4
{"matched":[0,2,3],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7777777777777777,"size":0.25};2146;strada semilunei 7;19;strada alecsandri vasile 7
{"matched":[0,1,3],"matchScore":[1,0.3817460317460317,1],"exact":2,"score":2.3817460317460317,"order":0.7777777777777777,"size":0.25};2147;strada sepcari 9;21;strada alecsandri vasile 9
{"matched":[0,1,2],"matchScore":[1,0.3821428571428572,1],"exact":2,"score":2.382142857142857,"order":1,"size":0.3333333333333333};2148;strada sepcari 22;1801;strada spatarului 22
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};2149;calea serban voda 43;1826;calea serban voda 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.40277777777777773],"exact":3,"score":3.4027777777777777,"order":1,"size":0.25};2150;calea serban voda 81-83;1830;calea serban voda 183
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.29999999999999993],"exact":3,"score":3.3,"order":1,"size":0.25};2151;calea serban voda 109;1828;calea serban voda 123
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.29999999999999993],"exact":3,"score":3.3,"order":1,"size":0.25};2152;calea serban voda 111;1828;calea serban voda 123
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.29999999999999993],"exact":3,"score":3.3,"order":1,"size":0.25};2153;calea serban voda 115;1828;calea serban voda 123
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.4111111111111111],"exact":3,"score":3.411111111111111,"order":1,"size":0.25};2154;calea serban voda 126;1828;calea serban voda 123
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":1,"size":0.25};2155;calea serban voda 138;1826;calea serban voda 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.39999999999999997],"exact":3,"score":3.4,"order":1,"size":0.25};2156;calea serban voda 143;1828;calea serban voda 123
