id_lie;cod_lmi;similarity;a_score;lie_index;lie_add;lmi_index;lmi_add;match
URG-01356;B-II-m-B-19721;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;2234;strada spatarului 32;1799;strada spatarului 3;no
URG-01357;B-II-m-B-19721;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;2235;strada spatarului 37;1799;strada spatarului 3;no
URG-01358;B-II-m-B-19721;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2236;strada spatarului 44;1799;strada spatarului 3;no
URG-01359;B-II-m-B-19724;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2237;strada sperantei 3;1802;strada sperantei 42-46;no
URG-01360;B-II-m-B-19724;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2238;strada sperantei 5;1802;strada sperantei 42-46;no
URG-01361;B-II-m-B-19658;"{""matched"":[0,1,2],""matchScore"":[1,0.2975,1],""exact"":2,""score"":2.2975,""order"":1,""size"":0.3333333333333333}";103.975;2239;intrarea stafetei 1;1728;intrarea sevastopol 1;no
URG-01362;B-II-m-B-18428;"{""matched"":[0,2,1,3],""matchScore"":[1,0.4477777777777778,0.20370370370370372,1],""exact"":2,""score"":2.6514814814814818,""order"":0.75,""size"":0.25}";1047.81481481481;2240;strada stanislav cihovschi 7;1423;strada parintele staniloaie 7;no
URG-01364;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.22380952380952382,0],""exact"":2,""score"":2.223809523809524,""order"":0.6666666666666667,""size"":0.25}";1102.2380952381;2241;strada stefan capsa 8-10;1758;strada sfantul stefan ;no
URG-01365;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.22380952380952382,0],""exact"":2,""score"":2.223809523809524,""order"":0.6666666666666667,""size"":0.25}";1102.2380952381;2242;strada stefan capsa 24;1758;strada sfantul stefan ;no
URG-01366;B-II-m-A-18983;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.42500000000000004],""exact"":1,""score"":2.3055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.4805555556;2243;soseaua stefan cel mare 17;1036;soseaua kiseleff pavel dimitrievici 1;no
URG-01367;B-II-m-B-18984;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.42500000000000004],""exact"":1,""score"":2.3055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.4805555556;2244;soseaua stefan cel mare 23;1037;soseaua kiseleff pavel dimitrievici 2;no
URG-01368;B-II-m-B-18991;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,1],""exact"":2,""score"":2.8805555555555555,""order"":0.8399999999999999,""size"":0.2}";10264.0555555556;2245;soseaua stefan cel mare 25;1044;soseaua kiseleff pavel dimitrievici 25;no
URG-01369;B-II-m-B-18984;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.42500000000000004],""exact"":1,""score"":2.3055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.4805555556;2246;soseaua stefan cel mare 29;1037;soseaua kiseleff pavel dimitrievici 2;no
URG-01370;B-II-m-B-18996;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.43333333333333335],""exact"":1,""score"":2.313888888888889,""order"":0.8399999999999999,""size"":0.2}";10263.4888888889;2247;soseaua stefan cel mare 35;1049;soseaua kiseleff pavel dimitrievici 35-37;no
URG-01371;B-II-m-A-18985;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.42500000000000004],""exact"":1,""score"":2.3055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.4805555556;2248;soseaua stefan cel mare 37;1038;soseaua kiseleff pavel dimitrievici 3;no
URG-01372;B-II-m-A-21012;"{""matched"":[0,-1,2,1,3],""matchScore"":[1,0,0.23611111111111108,0.28703703703703703,1],""exact"":2,""score"":2.5231481481481484,""order"":0.7000000000000002,""size"":0.25}";10027.4814814815;2249;soseaua stefan cel mare 40;304;soseaua bucuresti ploiesti 40;no
URG-01373;B-II-m-B-18995;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,1],""exact"":2,""score"":2.8805555555555555,""order"":0.8399999999999999,""size"":0.2}";10264.0555555556;2250;soseaua stefan cel mare 31;1048;soseaua kiseleff pavel dimitrievici 31;no
URG-01374;B-II-m-A-18983;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.42500000000000004],""exact"":1,""score"":2.3055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.4805555556;2251;soseaua stefan cel mare 15;1036;soseaua kiseleff pavel dimitrievici 1;no
URG-01375;B-II-a-B-19680;"{""matched"":[0,2,-1,-1],""matchScore"":[1,1,0,0],""exact"":2,""score"":2,""order"":0.75,""size"":0.25}";1100;2252;strada stefan luchian 7;1758;strada sfantul stefan ;no
URG-01376;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;2253;strada stefan mihaileanu 2;1758;strada sfantul stefan ;no
URG-01377;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;2254;strada stefan mihaileanu 20;1758;strada sfantul stefan ;no
URG-01378;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;2255;strada stefan mihaileanu 27;1758;strada sfantul stefan ;no
URG-01379;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;2256;strada stefan mihaileanu 31;1758;strada sfantul stefan ;no
URG-01380;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;2257;strada stefan mihaileanu 32b;1758;strada sfantul stefan ;no
URG-01381;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.2043650793650794,0],""exact"":2,""score"":2.2043650793650795,""order"":0.6666666666666667,""size"":0.25}";1102.04365079365;2258;strada stefan protopopescu 3;1758;strada sfantul stefan ;no
URG-01382;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.2043650793650794,0],""exact"":2,""score"":2.2043650793650795,""order"":0.6666666666666667,""size"":0.25}";1102.04365079365;2259;strada stefan protopopescu 7;1758;strada sfantul stefan ;no
URG-01383;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.2043650793650794,0],""exact"":2,""score"":2.2043650793650795,""order"":0.6666666666666667,""size"":0.25}";1102.04365079365;2260;strada stefan protopopescu 9;1758;strada sfantul stefan ;no
URG-01384;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.2043650793650794,0],""exact"":2,""score"":2.2043650793650795,""order"":0.6666666666666667,""size"":0.25}";1102.04365079365;2261;strada stefan protopopescu 11;1758;strada sfantul stefan ;no
URG-01385;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.24642857142857144,0],""exact"":2,""score"":2.2464285714285714,""order"":0.6666666666666667,""size"":0.25}";1102.46428571429;2262;strada stefan stoika 38;1758;strada sfantul stefan ;no
URG-01386;B-II-m-B-19733;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2263;strada stelea spataru 6;1809;strada stelea spatarul 6;yes
URG-01387;B-II-m-B-19742;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,0.4875,0],""exact"":2,""score"":2.4875,""order"":1,""size"":0.25}";1104.875;2264;strada stelea spataru 7;1668;strada stelea spatarul 18;no
URG-01388;B-II-m-B-19740;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2265;strada stelea spataru 14;1816;strada stelea spatarul 14;yes
URG-01389;B-II-m-B-19736;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2266;strada stelea spataru 10;1812;strada stelea spatarul 10;yes
URG-01390;B-II-m-B-19737;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2267;strada stelea spataru 10a;1813;strada stelea spatarul 10a;yes
URG-01391;B-II-m-B-19738;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,0.45555555555555555],""exact"":2,""score"":2.9430555555555555,""order"":1,""size"":0.25}";1105.33055555556;2268;strada stelea spataru 11;1814;strada stelea spatarul 11b;maybe
URG-01392;B-II-m-B-19743;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2269;strada stelea spataru 20;1818;strada stelea spatarul 20;yes
URG-01393;B-II-m-B-19744;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2270;strada stelea spataru 21;1819;strada stelea spatarul 21;yes
URG-01394;B-II-m-B-19746;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.4875,1],""exact"":3,""score"":3.4875,""order"":1,""size"":0.25}";1105.875;2271;strada stelea spataru 23;1753;strada stelea spatarul 23;yes
URG-01395;B-II-m-B-19765;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.32499999999999996],""exact"":3,""score"":3.325,""order"":1,""size"":0.25}";1110.325;2272;strada stirbei voda 10;1842;strada stirbei voda 152;no
URG-01396;B-II-m-B-19763;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3055555555555555],""exact"":3,""score"":3.3055555555555554,""order"":1,""size"":0.25}";1110.30555555556;2273;strada stirbei voda 29a;1840;strada stirbei voda 39;no
URG-01397;B-II-m-B-19762;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":1,""size"":0.25}";1110.35;2274;strada stirbei voda 30;1839;strada stirbei voda 35;no
URG-01398;B-II-m-B-19762;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":1,""size"":0.25}";1110.35;2275;strada stirbei voda 38;1839;strada stirbei voda 35;no
URG-01399;B-II-m-B-19761;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;2276;strada stirbei voda 61;1838;strada stirbei voda 16-18;no
URG-01400;B-II-m-B-19761;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":1,""size"":0.25}";1110.29166666667;2277;strada stirbei voda 68;1838;strada stirbei voda 16-18;no
URG-01401;B-II-m-B-19761;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":1,""size"":0.25}";1110.29166666667;2278;strada stirbei voda 71;1838;strada stirbei voda 16-18;no
URG-01402;B-II-m-B-18229;"{""matched"":[0,1,2,3],""matchScore"":[1,0.35185185185185186,0.24305555555555555,1],""exact"":2,""score"":2.5949074074074074,""order"":1,""size"":0.25}";1038.61574074074;2279;strada stoian militaru 53;297;strada brezoianu ion 53;no
URG-01403;B-II-a-A-19644;"{""matched"":[0,1,2],""matchScore"":[1,0.41212121212121217,1],""exact"":2,""score"":2.412121212121212,""order"":1,""size"":0.3333333333333333}";105.121212121212;2280;strada straduintei 4;1712;strada sapientei 4;no
URG-01404;B-II-m-B-19656;"{""matched"":[0,1,3],""matchScore"":[1,0.35589285714285723,1],""exact"":2,""score"":2.355892857142857,""order"":0.7777777777777777,""size"":0.25}";104.558928571429;2281;strada stupilor 3;1725;strada schitul darvari 3;no
URG-01405;B-II-m-B-19701;"{""matched"":[0,1,2],""matchScore"":[1,0.3392857142857143,1],""exact"":2,""score"":2.3392857142857144,""order"":1,""size"":0.3333333333333333}";104.392857142857;2282;strada suvenir 10;1782;strada slanic 10;no
URG-01406;B-II-m-B-18433;"{""matched"":[0,1,2],""matchScore"":[1,0.3203463203463203,1],""exact"":2,""score"":2.3203463203463204,""order"":1,""size"":0.3333333333333333}";104.203463203463;2283;strada tabacarilor 22;488;strada chiristigiilor 22;no
URG-01407;B-II-a-B-21033;"{""matched"":[0,1,4],""matchScore"":[1,0.34487734487734484,1],""exact"":2,""score"":2.344877344877345,""order"":0.6444444444444446,""size"":0.2}";104.448773448773;2284;strada tabacarilor 24;767;strada fabrica de glucoza 2-4;no
URG-01408;B-II-m-B-17933;"{""matched"":[0,1,2],""matchScore"":[1,0.3606060606060606,1],""exact"":2,""score"":2.3606060606060604,""order"":1,""size"":0.3333333333333333}";104.606060606061;2285;strada tabacarilor 25;10;strada albac 25;no
URG-01409;B-II-m-B-18954;"{""matched"":[0,2,3],""matchScore"":[1,0.3496969696969697,1],""exact"":2,""score"":2.3496969696969696,""order"":0.7777777777777777,""size"":0.25}";104.49696969697;2286;strada tabacarilor 27;1001;strada ionescu tache 27;no
URG-01410;B-II-m-B-17994;"{""matched"":[0,1,3],""matchScore"":[1,0.28030303030303033,1],""exact"":2,""score"":2.2803030303030303,""order"":0.7777777777777777,""size"":0.25}";103.80303030303;2287;strada tabacarilor 30;72;strada aman theodor 30;no
URG-01411;B-II-m-B-19624;"{""matched"":[0,2,4],""matchScore"":[1,0.34848484848484845,1],""exact"":2,""score"":2.3484848484848486,""order"":0.7333333333333334,""size"":0.2}";104.484848484849;2288;strada tabacarilor 33;1692;strada rosetti c a 33;no
URG-01412;B-II-m-B-19185;"{""matched"":[0,2,1,4],""matchScore"":[1,0.37500000000000006,0.25132275132275134,0.3333333333333333],""exact"":1,""score"":1.9596560846560847,""order"":0.7,""size"":0.2}";1040.34656084656;2289;strada drumul taberei 59;1243;strada mendeleev d i 29;no
URG-01413;B-II-m-B-18953;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.1726190476190476,0],""exact"":2,""score"":2.1726190476190474,""order"":0.6666666666666667,""size"":0.25}";1101.72619047619;2290;strada tache gheorghe 13;1000;strada ionescu tache 25;no
URG-01414;B-II-m-B-18953;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;2291;strada tache ionescu 1;1000;strada ionescu tache 25;no
URG-01415;B-II-m-B-18953;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;2292;strada tache ionescu 5;1000;strada ionescu tache 25;no
URG-01416;B-II-m-B-18153;"{""matched"":[0,1,3],""matchScore"":[1,0.3005952380952381,1],""exact"":2,""score"":2.300595238095238,""order"":0.7777777777777777,""size"":0.25}";104.005952380952;2293;strada teheran 21-23;217;strada biserica amzei 21-23;no
URG-01417;B-II-m-B-19948;"{""matched"":[0,2,1,3],""matchScore"":[1,0.3666666666666667,0.2976190476190476,1],""exact"":2,""score"":2.6642857142857146,""order"":0.75,""size"":0.25}";1040.64285714286;2294;strada teiul doamnei 2;2020;strada zola emile 2;no
URG-01418;B-II-m-B-19944;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.7944444444444445,0.28690476190476194,0],""exact"":1,""score"":2.0813492063492065,""order"":0.6666666666666667,""size"":0.25}";1082.31349206349;2295;strada teiul doamnei 92;2017;strada zamfirescu duiliu 5;no
URG-01419;B-II-m-B-19944;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.7944444444444445,0.28690476190476194,0],""exact"":1,""score"":2.0813492063492065,""order"":0.6666666666666667,""size"":0.25}";1082.31349206349;2296;strada teiul doamnei 96;2017;strada zamfirescu duiliu 5;no
URG-01420;B-II-m-B-19944;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.7944444444444445,0.28690476190476194,0],""exact"":1,""score"":2.0813492063492065,""order"":0.6666666666666667,""size"":0.25}";1082.31349206349;2297;strada teiul doamnei 98;2017;strada zamfirescu duiliu 5;no
URG-01421;B-II-m-B-19768;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2298;strada temisana 7;1844;strada temisana 2-4;no
URG-01422;B-II-m-B-19757;"{""matched"":[0,2,-1,1,3],""matchScore"":[1,0.46,0,0.2388888888888889,0.39999999999999997],""exact"":1,""score"":2.098888888888889,""order"":0.5999999999999999,""size"":0.25}";10462.7888888889;2299;strada teodorescu g dem 20b;1835;strada stefanescu teodor 2;no
URG-01423;B-II-m-B-19822;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3055555555555555],""exact"":3,""score"":3.3055555555555554,""order"":1,""size"":0.25}";1110.30555555556;2300;strada tepes voda 16;1898;strada tepes voda 86a;no
URG-01424;B-II-m-B-19822;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;2301;strada tepes voda 72;1898;strada tepes voda 86a;no
URG-01425;B-II-m-B-19822;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;2302;strada tepes voda 78;1898;strada tepes voda 86a;no
URG-01426;B-II-m-B-19822;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.2638888888888889],""exact"":3,""score"":3.263888888888889,""order"":1,""size"":0.25}";1110.26388888889;2303;strada tepes voda 146c;1898;strada tepes voda 86a;no
URG-01427;B-II-m-B-17982;"{""matched"":[0,2,-1,1,3],""matchScore"":[1,1,0,0.28703703703703703,0.39999999999999997],""exact"":2,""score"":2.687037037037037,""order"":0.5999999999999999,""size"":0.25}";11003.2703703704;2304;strada theodor d sperantia 14a;59;strada aman theodor 1;no
URG-01428;B-II-m-B-17986;"{""matched"":[0,2,1,3],""matchScore"":[1,0.37047619047619046,0.23214285714285712,1],""exact"":2,""score"":2.6026190476190476,""order"":0.75,""size"":0.25}";1040.36904761905;2305;strada thoma ionescu 6;63;strada aman theodor 6;no
URG-01429;B-II-m-B-17990;"{""matched"":[0,2,1,3],""matchScore"":[1,0.37047619047619046,0.23214285714285712,1],""exact"":2,""score"":2.6026190476190476,""order"":0.75,""size"":0.25}";1040.36904761905;2306;strada thoma ionescu 16;67;strada aman theodor 16;no
URG-01430;B-II-m-B-19770;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2307;strada toamnei 29;1846;strada toamnei 83;no
URG-01431;B-II-m-B-19770;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2308;strada toamnei 30;1846;strada toamnei 83;no
URG-01432;B-II-m-B-19770;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2309;strada toamnei 45;1846;strada toamnei 83;no
URG-01433;B-II-m-B-19770;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2310;strada toamnei 48a;1846;strada toamnei 83;no
URG-01434;B-II-m-B-19770;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;2311;strada toamnei 89;1846;strada toamnei 83;no
URG-01435;B-II-m-B-19770;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;2312;strada toamnei 119;1846;strada toamnei 83;no
URG-01436;B-II-m-B-19905;"{""matched"":[0,2,3],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":0.7777777777777777,""size"":0.25}";110.425;2313;strada traian 54;1979;strada vuia traian 5;no
URG-01437;B-II-m-B-19781;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;2314;strada traian 71;1857;strada traian 75;no
URG-01438;B-II-m-B-19802;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2315;strada traian 161;1878;strada traian 160;no
URG-01439;B-II-m-B-19814;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2316;strada traian 181;1890;strada traian 180;no
URG-01440;B-II-m-B-19814;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2317;strada traian 183;1890;strada traian 180;no
URG-01441;B-II-m-B-19814;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2318;strada traian 187;1890;strada traian 180;no
URG-01442;B-II-m-A-19816;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2319;strada traian 202;1892;strada traian 204;no
URG-01443;B-II-m-A-19816;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4111111111111111],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";110.411111111111;2320;strada traian 206;1892;strada traian 204;no
URG-01444;B-II-m-B-19817;"{""matched"":[0,1,2],""matchScore"":[1,1,0.39999999999999997],""exact"":2,""score"":2.4,""order"":1,""size"":0.3333333333333333}";110.4;2321;strada traian 218;1893;strada traian 208;no
URG-01445;B-II-m-B-19793;"{""matched"":[0,1,2],""matchScore"":[1,1,0.4166666666666667],""exact"":2,""score"":2.4166666666666665,""order"":1,""size"":0.3333333333333333}";110.416666666667;2322;strada traian 222;1869;strada traian 122-124;no
URG-01446;B-II-m-A-19816;"{""matched"":[0,1,2],""matchScore"":[1,1,0.39999999999999997],""exact"":2,""score"":2.4,""order"":1,""size"":0.3333333333333333}";110.4;2323;strada traian 254;1892;strada traian 204;no
URG-01447;B-II-m-B-19905;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.33749999999999997,0],""exact"":2,""score"":2.3375,""order"":0.6666666666666667,""size"":0.25}";1103.375;2324;strada traian vasile 65;1979;strada vuia traian 5;no
URG-01448;B-II-m-B-19905;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.33749999999999997,0],""exact"":2,""score"":2.3375,""order"":0.6666666666666667,""size"":0.25}";1103.375;2325;strada traian vasile 71;1979;strada vuia traian 5;no
URG-01449;B-II-m-B-18219;"{""matched"":[0,1,2],""matchScore"":[1,0.3408119658119659,1],""exact"":2,""score"":2.340811965811966,""order"":1,""size"":0.3333333333333333}";104.40811965812;2326;strada transilvaniei 28;278;strada brailita 28;no
URG-01450;B-II-m-B-17993;"{""matched"":[0,2,1,3],""matchScore"":[1,0.31785714285714284,0.3055555555555555,1],""exact"":2,""score"":2.6234126984126984,""order"":0.75,""size"":0.25}";1035.84126984127;2327;strada trei scaune 27;71;strada aman theodor 27;no
URG-01451;B-II-m-B-19775;"{""matched"":[0,1,-1,2],""matchScore"":[1,0.32,0,1],""exact"":2,""score"":2.3200000000000003,""order"":0.7777777777777777,""size"":0.3333333333333333}";1033;2328;strada tudor arghezi 12;1851;strada tokio 12;no
URG-01452;B-II-m-B-19075;"{""matched"":[0,2,1,3],""matchScore"":[1,0.33809523809523806,0.20899470899470898,1],""exact"":2,""score"":2.547089947089947,""order"":0.75,""size"":0.25}";1036.89947089947;2329;strada tudor arghezi 11;1120;strada logofatul udriste 11;no
URG-01453;B-II-m-B-17990;"{""matched"":[0,2,1,3],""matchScore"":[1,0.3682142857142857,0.2589285714285714,1],""exact"":2,""score"":2.6271428571428572,""order"":0.75,""size"":0.25}";1040.41071428571;2330;strada tudor arghezi 16;67;strada aman theodor 16;no
URG-01454;B-II-m-B-19757;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.8825000000000001,0.16428571428571428,0],""exact"":1,""score"":2.0467857142857144,""order"":0.6666666666666667,""size"":0.25}";1089.89285714286;2331;strada tudor arghezi 17;1835;strada stefanescu teodor 2;no
URG-01455;B-II-m-B-19757;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.8825000000000001,0.16428571428571428,0],""exact"":1,""score"":2.0467857142857144,""order"":0.6666666666666667,""size"":0.25}";1089.89285714286;2332;strada tudor arghezi 19;1835;strada stefanescu teodor 2;no
URG-01456;B-II-m-B-19757;"{""matched"":[0,2,1,3],""matchScore"":[1,0.8825000000000001,0.16428571428571428,0.42500000000000004],""exact"":1,""score"":2.4717857142857147,""order"":0.75,""size"":0.25}";1090.31785714286;2333;strada tudor arghezi 24;1835;strada stefanescu teodor 2;no
URG-01457;B-II-m-B-19757;"{""matched"":[0,2,1,3],""matchScore"":[1,0.8825000000000001,0.16428571428571428,0.42500000000000004],""exact"":1,""score"":2.4717857142857147,""order"":0.75,""size"":0.25}";1090.31785714286;2334;strada tudor arghezi 25;1835;strada stefanescu teodor 2;no
URG-01458;B-II-m-B-19757;"{""matched"":[0,2,1,-1],""matchScore"":[1,0.8825000000000001,0.26666666666666666,0],""exact"":1,""score"":2.149166666666667,""order"":0.6666666666666667,""size"":0.25}";1090.91666666667;2335;strada tudor vianu 33;1835;strada stefanescu teodor 2;no
URG-01459;B-II-m-B-19266;"{""matched"":[0,2,3],""matchScore"":[1,0.36500000000000005,1],""exact"":2,""score"":2.365,""order"":0.7777777777777777,""size"":0.25}";104.65;2336;strada tunari 6;1319;strada muntii tatra 6;no
URG-01460;B-II-m-B-19317;"{""matched"":[0,1,2],""matchScore"":[1,0.373015873015873,0.42500000000000004],""exact"":1,""score"":1.798015873015873,""order"":1,""size"":0.3333333333333333}";104.155158730159;2337;strada tunari 45;1374;strada otetari 4;no
URG-01461;B-II-m-B-18127;"{""matched"":[0,2,4],""matchScore"":[1,0.35000000000000003,0.42500000000000004],""exact"":1,""score"":1.7750000000000001,""order"":0.7333333333333334,""size"":0.2}";103.925;2338;strada tunari 73;187;strada berthelot henri mathias 7;no
URG-01462;B-II-m-B-19265;"{""matched"":[0,2,3],""matchScore"":[1,0.36500000000000005,0.3333333333333333],""exact"":1,""score"":1.6983333333333333,""order"":0.7777777777777777,""size"":0.25}";103.983333333333;2339;strada tunari 81;1318;strada muntii tatra 21;no
