id_lie;cod_lmi;similarity;a_score;lie_index;lie_add;lmi_index;lmi_add;match
CNS-00001;B-II-m-B-18043;"{""matched"":[0,1,2],""matchScore"":[1,1,0.2916666666666667],""exact"":2,""score"":2.2916666666666665,""order"":1,""size"":0.3333333333333333}";110.291666666667;0;bulevardul aviatorilor 65;125;bulevardul aviatorilor 51-53;no
CNS-00002;B-II-m-B-18111;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;1;strada baniei 5;171;strada baniei 3;no
CNS-00003;B-II-m-B-18119;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;2;strada baratiei 35;179;strada baratiei 33;no
CNS-00004;B-II-m-B-20920;"{""matched"":[0,2,3,-1],""matchScore"":[1,1,0.3074074074074074,0],""exact"":2,""score"":2.3074074074074074,""order"":0.8222222222222222,""size"":0.2}";1103.07407407407;3;strada barbu mumuleanu 11;620;strada delavrancea barbu stefanescu 57;no
CNS-00005;B-II-m-B-18166;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;4;strada blanari 21;159;strada blanari 2;no
CNS-00006;B-II-m-B-18147;"{""matched"":[0,1,3],""matchScore"":[1,0.36071428571428565,1],""exact"":2,""score"":2.3607142857142858,""order"":0.7777777777777777,""size"":0.25}";104.607142857143;5;strada busolei 10;210;strada biserica amzei 10;no
CNS-00007;B-II-m-B-19623;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.35],""exact"":4,""score"":4.35,""order"":0.6800000000000002,""size"":0.2}";11110.35;6;strada c a rosetti 25;1691;strada rosetti c a 26;no
CNS-00008;B-II-m-B-19620;"{""matched"":[0,2,3,1,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":0.6000000000000001,""size"":0.2}";11110;7;strada c a rosetti 44;679;strada rosetti c a 3;no
CNS-00009;B-II-m-B-18312;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;8;bulevardul carol i 17;382;bulevardul carol i 27;no
CNS-00012;B-II-m-B-18510;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;9;strada covaci 1;564;strada covaci 16;no
CNS-00013;B-II-a-B-18509;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;10;strada covaci 6;563;strada covaci ;no
CNS-00014;B-II-m-B-18510;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;11;strada covaci 19;564;strada covaci 16;no
CNS-00016;B-II-m-B-19185;"{""matched"":[0,2,3,1,4],""matchScore"":[1,1,1,1,0.42500000000000004],""exact"":4,""score"":4.425,""order"":0.6800000000000002,""size"":0.2}";11110.425;12;strada d i mendeleev 2;1243;strada mendeleev d i 29;no
CNS-00018;B-II-a-A-20926;"{""matched"":[0,1,2],""matchScore"":[1,1,0.29999999999999993],""exact"":2,""score"":2.3,""order"":1,""size"":0.3333333333333333}";110.3;13;calea floreasca 112;790;calea floreasca 159;no
CNS-00020;B-II-m-B-18766;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;14;strada franceza 22;822;strada franceza 2-4;no
CNS-00021;B-II-m-B-18782;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;15;strada franceza 38-42;838;strada franceza 34;no
CNS-00022;B-II-m-B-18766;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;16;strada franceza 54;822;strada franceza 2-4;no
CNS-00023;B-II-m-A-18788;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;17;strada franceza 60;844;strada franceza 62;no
CNS-00024;B-II-a-B-18473;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;18;strada gabroveni 55;527;strada gabroveni ;no
CNS-00025;B-II-m-B-19132;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.9241666666666667,0.35],""exact"":2,""score"":3.274166666666667,""order"":0.75,""size"":0.25}";1109.59166666667;19;strada gheorghe manea 15;1169;strada manu gheorghe 12;no
CNS-00026;B-II-m-B-19117;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.37597883597883597,0.925],""exact"":2,""score"":3.300978835978836,""order"":0.75,""size"":0.25}";1104.68478835979;20;bulevardul gheorghe marinescu 3;1154;bulevardul magheru gheorghe 33;no
CNS-00027;B-II-m-B-18460;"{""matched"":[0,1,2],""matchScore"":[1,0.32142857142857145,1],""exact"":2,""score"":2.321428571428571,""order"":1,""size"":0.3333333333333333}";104.214285714286;21;strada ghiocei 25;515;strada coltei 25;no
CNS-00028;B-II-m-B-17955;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;22;strada grigore alexandrescu 78;32;strada alexandrescu grigore 28;no
CNS-00029;B-II-m-B-18886;"{""matched"":[0,1,2],""matchScore"":[1,1,0.39999999999999997],""exact"":2,""score"":2.4,""order"":1,""size"":0.3333333333333333}";110.4;23;calea grivitei 143;936;calea grivitei 123;no
CNS-00030;B-II-m-B-18903;"{""matched"":[0,1,2],""matchScore"":[1,0.4111111111111111,1],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";105.111111111111;24;strada halelor 5;951;strada halmeu 5;no
CNS-00031;B-II-m-B-18904;"{""matched"":[0,1,2],""matchScore"":[1,0.4111111111111111,1],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";105.111111111111;25;strada halelor 7;952;strada halmeu 7;no
CNS-00032;B-II-m-B-18902;"{""matched"":[0,1,2],""matchScore"":[1,0.4111111111111111,0.3875],""exact"":1,""score"":1.798611111111111,""order"":1,""size"":0.3333333333333333}";104.498611111111;26;strada halelor 13-15;950;strada halmeu 1;no
CNS-00033;B-II-m-B-18906;"{""matched"":[0,1,2],""matchScore"":[1,0.4111111111111111,1],""exact"":2,""score"":2.411111111111111,""order"":1,""size"":0.3333333333333333}";105.111111111111;27;strada halelor 17;954;strada halmeu 17;no
CNS-00034;B-II-m-A-18220.02;"{""matched"":[0,2,3,1,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":0.6000000000000001,""size"":0.2}";11110;28;bulevardul i c bratianu 5;1;bulevardul bratianu i c 1;no
CNS-00035;B-II-m-B-19826;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;29;strada ienachita vacarescu 36;1901;strada vacarescu ienachita 16;no
CNS-00036;B-II-m-B-18226;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;30;strada ion brezoianu 44;294;strada brezoianu ion 1;no
CNS-00037;B-II-m-B-18738;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.42500000000000004],""exact"":3,""score"":3.425,""order"":0.75,""size"":0.25}";1110.425;31;strada ion florescu 13;796;strada florescu ion 1;no
CNS-00038;B-II-m-B-19195;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;32;bulevardul ion mihalache 68;1253;bulevardul mihalache ion 10;no
CNS-00039;B-II-m-B-19195;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.32499999999999996],""exact"":3,""score"":3.325,""order"":0.75,""size"":0.25}";1110.325;33;bulevardul ion mihalache 181;1253;bulevardul mihalache ion 10;no
CNS-00040;B-II-m-B-19208;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.34497354497354493,0],""exact"":2,""score"":2.344973544973545,""order"":0.6666666666666667,""size"":0.25}";1103.44973544974;34;strada ion neculce 74;1263;strada minulescu ion 38;no
CNS-00041;B-II-m-A-18076;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;35;strada iuliu barasch 12;149;strada barasch iuliu 11;no
CNS-00042;B-II-m-B-18331;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.9555555555555555],""exact"":3,""score"":3.9555555555555557,""order"":0.75,""size"":0.25}";1110.95555555556;36;bulevardul lascar catargiu 15a;396;bulevardul catargiu lascar 15;maybe
CNS-00043;B-II-m-B-18336;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;37;bulevardul lascar catargiu 48;401;bulevardul catargiu lascar 40;no
CNS-00044;B-II-m-B-19022;"{""matched"":[0,1,2],""matchScore"":[1,0.4027777777777778,1],""exact"":2,""score"":2.4027777777777777,""order"":1,""size"":0.3333333333333333}";105.027777777778;38;strada lipova 24;1072;strada lipscani 24;no
CNS-00047;B-II-m-B-19045;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;39;strada lipscani 79;1050;strada lipscani 77;no
CNS-00049;B-II-m-B-19031;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;40;strada lipscani 46;1079;strada lipscani 40;no
CNS-00051;B-II-m-B-19028;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;41;strada lipscani 38;3;strada lipscani 32;no
CNS-00052;B-II-m-B-21036;"{""matched"":[0,3,1,4],""matchScore"":[1,1,0.3005952380952381,0.35],""exact"":2,""score"":2.6505952380952382,""order"":0.5999999999999999,""size"":0.2}";1103.35595238095;42;strada louis pasteur 30;341;strada calderon jean louis 33;no
CNS-00053;B-II-m-B-19627;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;43;strada maria rosetti 55;1695;strada rosetti maria 15;no
CNS-00054;B-II-m-B-19627;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;44;strada maria rosetti 8a;1695;strada rosetti maria 15;no
CNS-00055;B-II-m-B-20948;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;45;strada mihai eminescu 17;742;strada eminescu mihai 27;no
CNS-00056;B-II-m-B-20948;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;46;strada mihai eminescu 37;742;strada eminescu mihai 27;no
CNS-00059;B-II-m-B-18105;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.35],""exact"":3,""score"":3.35,""order"":0.75,""size"":0.25}";1110.35;47;bulevardul nicolae balcescu 25;166;bulevardul balcescu nicolae 24;no
CNS-00060;B-II-m-B-18966;"{""matched"":[0,2,1,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":0.75,""size"":0.25}";1110.33333333333;48;strada nicolae iorga 31;1014;strada iorga nicolae 21;no
CNS-00061;B-II-m-B-19301;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;49;strada occidentului 53-55;1352;strada occidentului 8-10;no
CNS-00063;B-II-m-B-19318;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;50;strada paleologu 3;1337;strada paleologu 12;no
CNS-00064;B-II-m-B-19364;"{""matched"":[0,1,-1,-1],""matchScore"":[1,0.9057142857142857,0,0],""exact"":1,""score"":1.9057142857142857,""order"":1,""size"":0.3333333333333333}";1090.57142857143;51;strada petre cretu 68;1417;strada patriei 3;no
CNS-00065;B-II-m-B-19388;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;52;strada plantelor 45;1446;strada plantelor 4;no
CNS-00066;B-II-m-B-19390;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;53;strada plantelor 20;1448;strada plantelor 40;no
CNS-00067;B-II-m-B-19358;"{""matched"":[0,1,2],""matchScore"":[1,0.38,1],""exact"":2,""score"":2.38,""order"":1,""size"":0.3333333333333333}";104.8;54;strada plugarilor 46;1412;strada paris 46;no
CNS-00068;B-II-m-B-19436;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;55;strada polona 24-26;1499;strada polona 22;no
CNS-00069;B-II-m-B-19470;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.2916666666666667],""exact"":3,""score"":3.2916666666666665,""order"":1,""size"":0.25}";1110.29166666667;56;strada principatele unite 38-40;1538;strada principatele unite 63;no
CNS-00070;B-II-m-B-18660;"{""matched"":[0,2,3],""matchScore"":[1,0.3527777777777778,1],""exact"":2,""score"":2.352777777777778,""order"":0.7777777777777777,""size"":0.25}";104.527777777778;57;strada profesorilor 10;712;strada dumbrava rosie 10;no
CNS-00072;B-II-m-B-19141;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,1],""exact"":4,""score"":4,""order"":1,""size"":0.25}";1111;58;bulevardul regina maria 36-38;1177;bulevardul regina maria 36-38;yes
CNS-00073;B-II-m-A-18678;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,1],""exact"":4,""score"":4,""order"":1,""size"":0.25}";1111;59;bulevardul regina elisabeta 21;611;bulevardul regina elisabeta 21;yes
CNS-00074;B-II-m-A-18688;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,1],""exact"":4,""score"":4,""order"":1,""size"":0.25}";1111;60;bulevardul regina elisabeta 47;737;bulevardul regina elisabeta 47;yes
CNS-00075;B-II-m-B-18158.01;"{""matched"":[0,2,3],""matchScore"":[1,0.32499999999999996,1],""exact"":2,""score"":2.325,""order"":0.7777777777777777,""size"":0.25}";104.25;61;intrarea roma 3;222;intrarea biserica rasvan 3;no
CNS-00076;B-II-m-B-19578;"{""matched"":[0,1,2],""matchScore"":[1,1,1],""exact"":3,""score"":3,""order"":1,""size"":0.3333333333333333}";111;62;piata romana 5;1646;piata romana 5;yes
CNS-00077;B-II-m-B-19555;"{""matched"":[0,2,4],""matchScore"":[1,0.35000000000000003,1],""exact"":2,""score"":2.35,""order"":0.7333333333333334,""size"":0.2}";104.5;63;strada salcamilor 12;1622;strada robescu c f 12;no
CNS-00078;B-II-a-A-19644;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;64;strada sapientei 3;1712;strada sapientei 4;no
CNS-00079;B-II-m-B-19749;"{""matched"":[0,1,2],""matchScore"":[1,0.4396825396825397,0.25],""exact"":1,""score"":1.6896825396825397,""order"":1,""size"":0.3333333333333333}";104.646825396825;65;strada sepcari 12-14;1824;strada selari 20-22;no
CNS-00080;B-II-m-B-17947;"{""matched"":[0,1,3],""matchScore"":[1,0.3817460317460317,1],""exact"":2,""score"":2.3817460317460317,""order"":0.7777777777777777,""size"":0.25}";104.81746031746;66;strada sepcari 16;24;strada alecsandri vasile 16;no
CNS-00081;B-II-m-B-19674;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.925],""exact"":3,""score"":3.925,""order"":1,""size"":0.25}";1110.925;67;strada sfantul elefterie 11;1751;strada sfantul elefterie 1;no
CNS-00082;B-II-m-B-19695;"{""matched"":[0,1,3],""matchScore"":[1,0.9777777777777779,1],""exact"":2,""score"":2.977777777777778,""order"":0.7777777777777777,""size"":0.25}";110.777777777778;68;strada silvestru 79;1776;strada silvestri constantin 79;yes
CNS-00085;B-II-m-B-19724;"{""matched"":[0,1,2],""matchScore"":[1,1,0.2916666666666667],""exact"":2,""score"":2.2916666666666665,""order"":1,""size"":0.3333333333333333}";110.291666666667;69;strada sperantei 27;1802;strada sperantei 42-46;no
CNS-00086;B-II-m-B-19727;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;70;strada stavropoleos 8;14;strada stavropoleos 3;no
CNS-00087;B-II-m-A-18985;"{""matched"":[0,2,1,3,4],""matchScore"":[1,0.22777777777777777,0.3194444444444444,0.3333333333333333,0.925],""exact"":1,""score"":2.8055555555555554,""order"":0.8399999999999999,""size"":0.2}";10263.9805555556;71;soseaua stefan cel mare 33;1038;soseaua kiseleff pavel dimitrievici 3;no
CNS-00088;B-II-a-B-19680;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,0.23253968253968252,0],""exact"":2,""score"":2.2325396825396826,""order"":0.6666666666666667,""size"":0.25}";1102.3253968254;72;strada stefan mihaileanu 11b;1758;strada sfantul stefan ;no
CNS-00089;B-II-m-B-19764;"{""matched"":[0,1,2,3],""matchScore"":[1,1,1,0.3333333333333333],""exact"":3,""score"":3.3333333333333335,""order"":1,""size"":0.25}";1110.33333333333;73;strada stirbei voda 17;1841;strada stirbei voda 97;no
CNS-00090;B-II-m-B-17940;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.2833333333333333,1],""exact"":3,""score"":3.283333333333333,""order"":0.75,""size"":0.25}";1103.83333333333;74;strada vasile paun 5;17;strada alecsandri vasile 5;no
CNS-00091;B-II-m-B-17941;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.19583333333333333,1],""exact"":3,""score"":3.1958333333333333,""order"":0.75,""size"":0.25}";1102.95833333333;75;strada vasile stroescu 6;18;strada alecsandri vasile 6;no
CNS-00093;B-II-m-A-19843;"{""matched"":[0,1,2],""matchScore"":[1,1,0.43333333333333335],""exact"":2,""score"":2.4333333333333336,""order"":1,""size"":0.3333333333333333}";110.433333333333;76;calea victoriei 128a;1919;calea victoriei 12;no
CNS-00095;B-II-m-B-19851;"{""matched"":[0,1,2],""matchScore"":[1,1,0.43333333333333335],""exact"":2,""score"":2.4333333333333336,""order"":1,""size"":0.3333333333333333}";110.433333333333;77;calea victoriei 33-35;1924;calea victoriei 33;yes
CNS-00096;B-II-m-B-19174;"{""matched"":[0,1,2],""matchScore"":[1,0.327020202020202,1],""exact"":2,""score"":2.327020202020202,""order"":1,""size"":0.3333333333333333}";104.270202020202;78;strada viesparilor 26;1231;strada martisor 26;no
CS1-00001;B-II-m-B-17930;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;79;strada academiei 1;6;strada academiei 3-5;no
CS1-00002;B-II-m-B-17930;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;80;strada academiei 15;6;strada academiei 3-5;no
CS1-00003;B-II-m-B-21008;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3333333333333333],""exact"":2,""score"":2.3333333333333335,""order"":1,""size"":0.3333333333333333}";110.333333333333;81;strada academiei 19-21;8;strada academiei 39-41;no
CS1-00005;B-II-m-B-19582;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.3125,0.42500000000000004],""exact"":2,""score"":2.7375,""order"":0.75,""size"":0.25}";1103.55;82;strada alexandru beldiman 1;1651;strada romano alexandru 10;no
CS1-00006;B-II-m-B-18519;"{""matched"":[0,2,3,1,-1],""matchScore"":[1,1,1,1,0],""exact"":4,""score"":4,""order"":0.6000000000000001,""size"":0.2}";11110;83;bulevardul alexandru ioan cuza 9;573;bulevardul cuza alexandru ioan 17;no
CS1-00007;B-II-m-B-19008;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.975,1],""exact"":3,""score"":3.975,""order"":0.75,""size"":0.25}";1110.75;84;piata alexandru lahovari 5a;1060;piata lahovary alexandru 5a;yes
CS1-00008;B-II-m-B-19376;"{""matched"":[0,2,1,3],""matchScore"":[1,1,0.24761904761904763,1],""exact"":3,""score"":3.2476190476190476,""order"":0.75,""size"":0.25}";1103.47619047619;85;strada alexandru xenopol 3;1431;strada philippide alexandru 3;no
CS1-00009;B-II-m-B-18004;"{""matched"":[0,1,2],""matchScore"":[1,0.3698412698412698,1],""exact"":2,""score"":2.36984126984127,""order"":1,""size"":0.3333333333333333}";104.698412698413;86;strada arcului 4;87;strada armindenului 4;no
CS1-00010;B-II-m-B-18002;"{""matched"":[0,1,2],""matchScore"":[1,1,0.32499999999999996],""exact"":2,""score"":2.325,""order"":1,""size"":0.3333333333333333}";110.325;87;strada armeneasca 17a;84;strada armeneasca 10;no
CS1-00011;B-II-m-B-18002;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;88;strada armeneasca 28;84;strada armeneasca 10;no
CS1-00012;B-II-m-B-18002;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;89;strada armeneasca 28a;84;strada armeneasca 10;no
CS1-00013;B-II-m-B-19894;"{""matched"":[0,2,1,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":0.6666666666666667,""size"":0.25}";1110;90;strada aurel vlaicu 55;1967;strada vlaicu aurel 16;no
CS1-00014;B-II-m-B-18099;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;91;strada bacani 3-5;160;strada bacani 3;yes
CS1-00015;B-II-m-B-18057;"{""matched"":[0,1,2,3,4],""matchScore"":[1,1,1,1,0.925],""exact"":4,""score"":4.925,""order"":1,""size"":0.2}";11110.925;92;strada baia de fier 1;135;strada baia de fier 1a;no
CS1-00016;B-II-m-B-18057;"{""matched"":[0,1,2,3,4],""matchScore"":[1,1,1,1,1],""exact"":5,""score"":5,""order"":1,""size"":0.2}";11111;93;strada baia de fier 1a;135;strada baia de fier 1a;yes
CS1-00019;B-II-m-A-19306;"{""matched"":[0,1,2],""matchScore"":[1,0.34259259259259256,1],""exact"":2,""score"":2.3425925925925926,""order"":1,""size"":0.3333333333333333}";104.425925925926;94;strada baltagului 17;1359;strada olimpului 17;no
CS1-00020;B-II-m-B-18112;"{""matched"":[0,1,2],""matchScore"":[1,1,0.925],""exact"":2,""score"":2.925,""order"":1,""size"":0.3333333333333333}";110.925;95;strada baniei 1;172;strada baniei 11;no
CS1-00021;B-II-m-B-18118;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;96;strada baratiei 29;178;strada baratiei 27;no
CS1-00022;B-II-m-B-18119;"{""matched"":[0,1,2],""matchScore"":[1,1,0.35],""exact"":2,""score"":2.35,""order"":1,""size"":0.3333333333333333}";110.35;97;strada baratiei 37;179;strada baratiei 33;no
CS1-00023;B-II-m-B-18120;"{""matched"":[0,1,2],""matchScore"":[1,1,0.3125],""exact"":2,""score"":2.3125,""order"":1,""size"":0.3333333333333333}";110.3125;98;strada baratiei 41;180;strada baratiei 46-48;no
CS1-00024;B-II-m-B-18120;"{""matched"":[0,1,2],""matchScore"":[1,1,0.2875],""exact"":2,""score"":2.2875,""order"":1,""size"":0.3333333333333333}";110.2875;99;strada baratiei 42b;180;strada baratiei 46-48;no
CS1-00025;B-II-m-B-18120;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;100;strada baratiei 44;180;strada baratiei 46-48;no
CS1-00026;B-II-m-B-18118;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;101;strada baratiei 50;178;strada baratiei 27;no
CS1-00027;B-II-m-B-18094;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;102;strada batiste 5;152;strada batiste 13;no
CS1-00028;B-II-m-B-21043;"{""matched"":[0,1,2],""matchScore"":[1,1,1],""exact"":3,""score"":3,""order"":1,""size"":0.3333333333333333}";111;103;strada batiste 14;153;strada batiste 14;yes
CS1-00029;B-II-m-B-19368;"{""matched"":[0,3,2,-1],""matchScore"":[1,0.36309523809523814,1,0],""exact"":2,""score"":2.363095238095238,""order"":0.5555555555555556,""size"":0.25}";1046.30952380952;104;strada bibescu voda 24;1425;strada patrascu voda 3bis;no
CS1-00030;B-II-m-B-18154;"{""matched"":[0,1,2,-1],""matchScore"":[1,1,1,0],""exact"":3,""score"":3,""order"":1,""size"":0.25}";1110;105;strada biserica amzei 8;13;strada biserica amzei 22;no
CS1-00031;B-II-m-B-18150;"{""matched"":[0,1,2,3],""matchScore"":[1,1,0.31666666666666665,1],""exact"":3,""score"":3.3166666666666664,""order"":1,""size"":0.25}";1104.16666666667;106;strada biserica enei 14;213;strada biserica amzei 14;no
CS1-00034;B-II-m-B-18172;"{""matched"":[0,1,2],""matchScore"":[1,1,0.43333333333333335],""exact"":2,""score"":2.4333333333333336,""order"":1,""size"":0.3333333333333333}";110.433333333333;107;strada blanari 10;236;strada blanari 10-12;yes
CS1-00035;B-II-m-B-18165;"{""matched"":[0,1,2],""matchScore"":[1,1,0.925],""exact"":2,""score"":2.925,""order"":1,""size"":0.3333333333333333}";110.925;108;strada blanari 11;230;strada blanari 1;no
CS1-00036;B-II-m-B-18165;"{""matched"":[0,1,2],""matchScore"":[1,1,0.42500000000000004],""exact"":2,""score"":2.425,""order"":1,""size"":0.3333333333333333}";110.425;109;strada blanari 13;230;strada blanari 1;no
CS1-00039;B-II-m-B-18176;"{""matched"":[0,1,-1],""matchScore"":[1,1,0],""exact"":2,""score"":2,""order"":1,""size"":0.3333333333333333}";110;110;strada bocsa 3;240;strada bocsa 2;no
CS1-00040;B-II-m-B-18181;"{""matched"":[0,1,2],""matchScore"":[1,0.4714285714285714,0.9325],""exact"":1,""score"":2.4039285714285716,""order"":1,""size"":0.3333333333333333}";105.646785714286;111;strada boteanu 3a-3b;245;strada botea 3-3a-3b;yes
CS1-00041;B-II-m-B-18219;"{""matched"":[0,1,-1],""matchScore"":[1,0.4708333333333333,0],""exact"":1,""score"":1.4708333333333332,""order"":1,""size"":0.3333333333333333}";104.708333333333;112;strada brazilia 56;278;strada brailita 28;no
CS1-00042;B-II-m-B-18260;"{""matched"":[0,1,2],""matchScore"":[1,1,0.9555555555555555],""exact"":2,""score"":2.9555555555555557,""order"":1,""size"":0.3333333333333333}";110.955555555556;113;strada buzesti 32a;328;strada buzesti 32;maybe
