similarity;a_score;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2498;bulevardul dacia 72;586;bulevardul dacia 72
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2499;strada lipscani 78;1093;strada lipscani 78
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2500;strada alecu russo 7;1699;strada russo alecu 7
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2501;strada armeneasca 10;84;strada armeneasca 10
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2502;strada atena 22;107;strada atena 22
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2503;bulevardul aviatorilor 5;112;bulevardul aviatorilor 5
{"matched":[0,1,2,3,4],"matchScore":[1,1,1,1,1],"exact":5,"score":5,"order":1,"size":0.2};11111;2504;strada baia de fier 5;138;strada baia de fier 5
{"matched":[0,1,2,3,4],"matchScore":[1,1,1,1,1],"exact":5,"score":5,"order":1,"size":0.2};11111;2505;strada baia de fier 8;140;strada baia de fier 8
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2506;strada baniei 3;171;strada baniei 3
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2507;strada baniei 11;172;strada baniei 11
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2508;strada baniei 17;174;strada baniei 17
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2509;strada burghelea 19;325;strada burghelea 19
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2510;strada caimatei 8;335;strada caimatei 8
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2511;strada caimatei 10;336;strada caimatei 10
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2512;calea calarasilor 36;409;calea calarasilor 36
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2513;calea calarasilor 57;197;calea calarasilor 57
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2514;calea calarasilor 87;432;calea calarasilor 87
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2515;calea calarasilor 91;435;calea calarasilor 91
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2516;calea calarasilor 105;442;calea calarasilor 105
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2517;calea calarasilor 111;448;calea calarasilor 111
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2518;strada cameliei 36;367;strada cameliei 36
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.825],"exact":3,"score":3.825,"order":1,"size":0.25};1110.825;2519;bulevardul carol i 10;379;bulevardul carol i 110
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2520;strada cavafii vechi 11;406;strada cavafii vechi 11
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2521;strada cavafii vechi 13;407;strada cavafii vechi 13
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2522;strada coltei 1;500;strada coltei 1
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2523;strada coltei 2;501;strada coltei 2
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2524;strada coltei 4;503;strada coltei 4
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2525;strada coltei 5;504;strada coltei 5
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2526;strada coltei 7;506;strada coltei 7
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2527;strada coltei 9;508;strada coltei 9
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2528;strada coltei 21;512;strada coltei 21
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2529;strada coltei 22;513;strada coltei 22
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2530;strada coltei 25;515;strada coltei 25
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2531;strada coltei 26;516;strada coltei 26
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2532;strada coltei 38;519;strada coltei 38
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2533;strada coltei 46;523;strada coltei 46
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2534;aleea dealul mitropoliei 7;613;aleea dealul mitropoliei 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2535;strada dimitrie orbescu 12;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2536;strada dionisie lupu 74;1150;strada lupu dionisie 74
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2537;strada doamnei 1;542;strada doamnei 1
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2538;strada doamnei 21;646;strada doamnei 21
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2539;strada doamnei 23;648;strada doamnei 23
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2540;strada domnita anastasia 11;659;strada domnita anastasia 11
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2541;calea dudesti 139;692;calea dudesti 139
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2542;strada dumbrava rosie 5;707;strada dumbrava rosie 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2543;strada dumbrava rosie 16;716;strada dumbrava rosie 16
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2544;strada eforiei 2;718;strada eforiei 2
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2545;strada franceza 12;825;strada franceza 12
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2546;strada franceza 13;826;strada franceza 13
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2547;strada franceza 16;828;strada franceza 16
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2548;strada franceza 17;829;strada franceza 17
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2549;strada franceza 18;830;strada franceza 18
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2550;strada franceza 34;838;strada franceza 34
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2551;strada frumoasa 33;848;strada frumoasa 33
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2552;strada frumoasa 47;851;strada frumoasa 47
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2553;strada gheorghe bratianu 26;280;strada bratianu gheorghe 26
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2554;strada gheorghe manu 12;1169;strada manu gheorghe 12
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2555;calea grivitei 23;896;calea grivitei 23
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2556;calea grivitei 36;902;calea grivitei 36
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2557;calea grivitei 36;902;calea grivitei 36
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2558;calea grivitei 50;911;calea grivitei 50
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2559;calea grivitei 123;936;calea grivitei 123
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2560;calea grivitei 127;938;calea grivitei 127
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2561;calea grivitei 129;939;calea grivitei 129
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2562;calea grivitei 131;940;calea grivitei 131
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2563;bulevardul hristo botev 2;248;bulevardul botev hristo 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2564;bulevardul hristo botev 4;250;bulevardul botev hristo 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2565;bulevardul hristo botev 7;252;bulevardul botev hristo 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2566;bulevardul hristo botev 22;262;bulevardul botev hristo 22
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2567;bulevardul hristo botev 24;263;bulevardul botev hristo 24
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2568;bulevardul hristo botev 26;265;bulevardul botev hristo 26
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2569;bulevardul hristo botev 27;155;bulevardul botev hristo 27
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2570;bulevardul hristo botev 29;267;bulevardul botev hristo 29
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2571;bulevardul hristo botev 34;269;bulevardul botev hristo 34
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2572;bulevardul hristo botev 44;273;bulevardul botev hristo 44
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2573;strada icoanei 57;973;strada icoanei 57
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2574;strada ion campineanu 2;479;strada campineanu ion 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2575;strada ion florescu 8;798;strada florescu ion 8
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2576;strada ion florescu 17;803;strada florescu ion 17
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,1],"exact":5,"score":5,"order":0.6800000000000002,"size":0.2};11111;2577;strada jean louis calderon 50;343;strada calderon jean louis 50
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2578;strada lipscani 28;1076;strada lipscani 28
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2579;strada lipscani 52;1086;strada lipscani 52
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2580;strada lipscani 54;1087;strada lipscani 54
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2581;strada lipscani 66;1089;strada lipscani 66
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2582;strada lipscani 72;1090;strada lipscani 72
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2583;strada lipscani 80;1094;strada lipscani 80
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2584;strada lizeanu 22-24;1109;strada lizeanu 22-24
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2585;strada mantuleasa 34;1242;strada mantuleasa 34
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2586;strada mantuleasa 33;1241;strada mantuleasa 33
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2587;strada maria rosetti 15;1695;strada rosetti maria 15
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2588;strada maria rosetti 36;1696;strada rosetti maria 36
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2589;strada matei voievod 35;1217;strada matei voievod 35
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2590;strada mihai voda 5;1247;strada mihai voda 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2591;strada mihai voda 7;1248;strada mihai voda 7
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2592;strada mihai voda 9;1249;strada mihai voda 9
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;2593;strada mihai voda 11;1250;strada mihai voda 11
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2594;strada mircea vulcanescu 39;2004;strada vulcanescu mircea 39
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2595;calea mosilor 23;1289;calea mosilor 23
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2596;calea mosilor 25;1290;calea mosilor 25
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2597;calea mosilor 38;1295;calea mosilor 38
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2598;calea mosilor 44;1297;calea mosilor 44
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2599;strada sfintilor 11;1768;strada sfintilor 11
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2600;strada smardan 5;1786;strada smardan 5
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2601;strada stavropoleos 3;14;strada stavropoleos 3
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2602;calea victoriei 26;1441;calea victoriei 26
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2603;calea victoriei 91-93;1931;calea victoriei 91-93
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2604;calea victoriei 115;1935;calea victoriei 115
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2605;strada coltei 44;522;strada coltei 44
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2606;strada covaci 16;564;strada covaci 16
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2607;strada coltei 16;509;strada coltei 16
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2608;bulevardul dacia 85;594;bulevardul dacia 85
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2609;strada franceza 11;824;strada franceza 11
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2610;strada lipscani 55;1088;strada lipscani 55
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2611;strada lipscani 77;1050;strada lipscani 77
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2612;strada lipscani 40;1079;strada lipscani 40
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2613;strada lipscani 76;1092;strada lipscani 76
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2614;calea mosilor 21;1288;calea mosilor 21
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2615;bulevardul nicolae balcescu 24;166;bulevardul balcescu nicolae 24
{"matched":[0,2,1,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":0.75,"size":0.25};1111;2616;bulevardul pache protopopescu 51;1550;bulevardul protopopescu pache 51
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2617;calea mosilor 46;1298;calea mosilor 46
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2618;calea mosilor 74;1301;calea mosilor 74
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2619;calea mosilor 82;1305;calea mosilor 82
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2620;calea mosilor 90;1309;calea mosilor 90
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2621;calea mosilor 92;1310;calea mosilor 92
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2622;calea mosilor 122;1311;calea mosilor 122
{"matched":[0,1,2],"matchScore":[1,1,1],"exact":3,"score":3,"order":1,"size":0.3333333333333333};111;2623;calea mosilor 134-134a;1314;calea mosilor 134-134a
