cod_lmi#sirsup#rang#uat#siruta#localitate#sirinf#sector#adresa#strada_tip#strada_nume#strada_numar#cod_lmi_jud#cod_lmi_nat#cod_lmi_grupa#cod_lmi_val#cod_lmi_num#tip_patrimoniu#program_arhitectura#tip_monument#denumire#observatii_adresa#fotografiat#inexistent#constructie_noua#stare_monument#observatii#alte_obs#observatii_corina#datare#lat#lon
B-II-m-B-17972#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 40 sector 1#Aleea#Alexandru#40#B#II#m#B#17972#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#BUNĂ#CONSERVAT#.##prima jum. sec. XX#44.459059#26.0876723
B-II-m-B-17973#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 41 sector 1#Aleea#Alexandru#41#B#II#m#B#17973#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##NU#NU#NU#BUNĂ#CONSERVAT#AMBASADĂ##prima jum. sec. XX#44.4586814836035#26.0879224718698
B-II-m-B-17974#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 43 sector 1#Aleea#Alexandru#43#B#II#m#B#17974#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##NU#NU#NU#BUNĂ#CONSERVAT#AMBASADĂ##prima jum. sec. XX#44.4587018290287#26.0876822299703
B-II-m-B-17975#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 44 sector 1#Aleea#Alexandru#44#B#II#m#B#17975#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#BUNĂ#CONSERVAT#.##prima jum. sec. XX#44.4590305880532#26.087126176928
B-II-m-B-17976#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 45 sector 1#Aleea#Alexandru#45#B#II#m#B#17976#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##NU#NU#NU#BUNĂ#CONSERVAT#AMBASADĂ#de verificat daca mai sunt doua adrese. Pe site-ul PMB apare doar parcela cu numarul 45 cu doua case#prima jum. sec. XX#44.4587181847542#26.0874509313307
B-II-m-B-17977#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Aleea Alexandru 47 sector 1#Aleea#Alexandru#47#B#II#m#B#17977#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##NU#NU#NU#BUNĂ#CONSERVAT#AMBASADĂ##prima jum. sec. XX#44.458716358742#26.0871222173127
B-II-m-B-17978#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Intrarea Alexe Marin 2 sector 1#Intrarea#Alexe Marin#2#B#II#m#B#17978#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#MEDIE#PUTERNIC DEGRADAT#.##sf. sec. XIX - prima jum. sec. XX#44.4446663164304#26.0834566080764
B-II-m-B-17979#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Intrarea Alexe Marin 5 sector 1#Intrarea#Alexe Marin#5#B#II#m#B#17979#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#MEDIE#DEGRADAT#.##sf. sec. XIX - prima jum. sec. XX#44.4448846366188#26.0835165533561
B-II-m-B-17980#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Intrarea Alexe Marin 6 sector 1#Intrarea#Alexe Marin#6#B#II#m#B#17980#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#MEDIE#PUTERNIC DEGRADAT#.##sf. sec. XIX - prima jum. sec. XX#44.4447777804984#26.0835892994811
B-II-m-B-17981#403#municipiu#BUCUREȘTI#179132#BUCUREȘTI#179141#Sector 1#Intrarea Alexe Marin 8 sector 1#Intrarea#Alexe Marin#8#B#II#m#B#17981#Patrimoniu domestic urban#Clădire de locuit (unifamilială, colectivă ș.a.)#Locuire civilă#Casă##DA#NU#NU#FOARTE BUNĂ#REABILITAT#.##sf. sec. XIX - prima jum. sec. XX#44.4448436281828#26.083635799213
