levenshtein_distance;lie_index;lie_add;lmi_index;lmi_add
1;990;strada visarion 15;1953;strada visarion 14
7;991;strada zablovschi 21;154;strada batistei 21
6;992;strada zefirului 3a;89;strada atelierului 12
1;993;strada 11 iunie 1;5;strada 11 iunie 2
2;994;strada 11 iunie 1a;5;strada 11 iunie 2
1;995;strada 11 iunie 7;5;strada 11 iunie 2
1;996;strada 11 iunie 9;5;strada 11 iunie 2
1;997;strada 11 iunie 12;5;strada 11 iunie 2
2;998;strada 11 iunie 17;5;strada 11 iunie 2
1;999;strada 11 iunie 27;5;strada 11 iunie 2
2;1000;strada 11 iunie 34;5;strada 11 iunie 2
2;1001;strada 11 iunie 35;5;strada 11 iunie 2
5;1002;strada 11 iunie 36-38;5;strada 11 iunie 2
2;1003;strada 11 iunie 39;5;strada 11 iunie 2
2;1004;strada 11 iunie 40;5;strada 11 iunie 2
2;1005;strada 11 iunie 43;5;strada 11 iunie 2
5;1006;strada 11 iunie 44-46;5;strada 11 iunie 2
2;1007;strada 11 iunie 49;5;strada 11 iunie 2
2;1008;strada 11 iunie 45;5;strada 11 iunie 2
2;1009;strada 11 iunie 53;5;strada 11 iunie 2
2;1010;strada 11 iunie 55;5;strada 11 iunie 2
2;1011;strada 11 iunie 57;5;strada 11 iunie 2
2;1012;strada 11 iunie 59;5;strada 11 iunie 2
2;1013;strada 11 iunie 61;5;strada 11 iunie 2
2;1014;strada 11 iunie 65;5;strada 11 iunie 2
2;1015;strada 11 iunie 70;5;strada 11 iunie 2
2;1016;strada 11 iunie 71;5;strada 11 iunie 2
2;1017;strada 11 iunie 73;5;strada 11 iunie 2
2;1018;strada 11 iunie 75;5;strada 11 iunie 2
3;1019;strada 11 iunie 75a;5;strada 11 iunie 2
2;1020;strada 11 iunie 81;5;strada 11 iunie 2
1;1021;strada academiei 2;7;strada academiei 22
1;1022;strada academiei 25;7;strada academiei 22
1;1023;strada academiei 27;7;strada academiei 22
6;1024;strada ady endre 13;1126;strada londra 13
7;1025;strada agricultori 52;526;strada coltei 52
7;1026;strada agricultori 86;1335;strada negustori 16
7;1027;strada agricultori 93;1326;strada negustori 3
8;1028;strada alecu russo 6;91;strada atelierului 16
7;1029;strada alecu russo 21;95;strada atelierului 21
9;1030;strada alecu russo 24-26;108;strada atena 24-26
9;1031;soseaua alexandriei 76;37;aleea alexandru 6
1;1032;aleea alexandru 46;35;aleea alexandru 4
10;1033;strada alexandru balasanu 2;17;strada alecsandri vasile 5
9;1034;strada alexandru balasanu 5;17;strada alecsandri vasile 5
12;1035;strada alexandru constantinescu 21;1033;strada kiritescu constantin 21
12;1036;strada alexandru deparateanu 5;17;strada alecsandri vasile 5
9;1037;strada alexandru donici 2;17;strada alecsandri vasile 5
8;1038;strada alexandru donici 9;21;strada alecsandri vasile 9
8;1039;strada alexandru donici 10;22;strada alecsandri vasile 10
8;1040;strada alexandru donici 20;26;strada alecsandri vasile 20
14;1041;bulevardul alexandru ioan cuza 19;1;bulevardul bratianu i c 1
13;1042;bulevardul alexandru ioan cuza 49;293;bulevardul bratianu i c 49
15;1043;bulevardul alexandru ioan cuza 57;1;bulevardul bratianu i c 1
14;1044;bulevardul alexandru ioan cuza 59;147;bulevardul banul manta 9
14;1045;bulevardul alexandru ioan cuza 89;147;bulevardul banul manta 9
14;1046;bulevardul alexandru ioan cuza 99;147;bulevardul banul manta 9
14;1047;bulevardul alexandru ioan cuza 105;290;bulevardul bratianu i c 10
10;1048;strada alexandru ipsilanti 2;17;strada alecsandri vasile 5
13;1049;piata alexandru lahovari 1;50;aleea alexandru 41
12;1050;strada alexandru macedonski 10;22;strada alecsandri vasile 10
12;1051;bulevardul alexandru obregia 2;1175;bulevardul regina maria 32
12;1052;bulevardul alexandru obregia 4;937;bulevardul regina maria 54
13;1053;bulevardul alexandru obregia 5-7;937;bulevardul regina maria 54
13;1054;bulevardul alexandru obregia 27;68;bulevardul aviatorilor 7
10;1055;strada alexandru paulescu 5a;17;strada alecsandri vasile 5
12;1056;strada alexandru philippide 1;17;strada alecsandri vasile 5
9;1057;strada alexandru romano 18;25;strada alecsandri vasile 18
10;1058;strada alexandru sihleanu 4;17;strada alecsandri vasile 5
10;1059;strada alexandru xenopol 5;17;strada alecsandri vasile 5
7;1060;strada anton pann 2;81;strada ankara 2
3;1061;strada arcului 3;148;strada banului 3
4;1062;strada arcului 14;1392;strada parfumului 14
5;1063;strada arcului 16;148;strada banului 3
5;1064;strada ardeleni 12;103;strada atena 12
5;1065;strada ardeleni 32;151;strada barierei 39
6;1066;strada argentina 25;85;strada armeneasca 35
9;1067;strada arinii dornei 10;970;strada icoanei 12
9;1068;strada aristide pascal 24;566;strada cristian radu 2
1;1069;strada armeneasca 14;84;strada armeneasca 10
1;1070;strada armeneasca 15;84;strada armeneasca 10
1;1071;strada armeneasca 16;84;strada armeneasca 10
1;1072;strada armeneasca 17;84;strada armeneasca 10
5;1073;strada armoniei 9;171;strada baniei 3
4;1074;strada armoniei 3;171;strada baniei 3
8;1075;strada aron florian 6;1067;strada leon voda 3
8;1076;strada aurel vlaicu 34;127;strada avram iancu 1
8;1077;strada aurel vlaicu 38;127;strada avram iancu 1
8;1078;strada aurel vlaicu 48;127;strada avram iancu 1
8;1079;strada aurel vlaicu 102;127;strada avram iancu 1
8;1080;strada aurel vlaicu 146;127;strada avram iancu 1
8;1081;strada aurel vlaicu 154;127;strada avram iancu 1
5;1082;strada austrului 12c;819;strada foisorului 121
5;1083;strada austrului 26;1801;strada spatarului 22
5;1084;strada avalansei 5;637;strada doamnei 5
10;1085;strada avalansei 7-7bis;2;strada icoanei 3-5
5;1086;strada avalansei 18;644;strada doamnei 18
1;1087;bulevardul aviatorilor 18;110;bulevardul aviatorilor 1
1;1088;strada avram iancu 14;127;strada avram iancu 1
6;1089;aleea avrig 10;12;strada avrig 18
6;1090;aleea avrig 14;12;strada avrig 18
4;1091;strada avrig 21-31;12;strada avrig 18
5;1092;aleea avrig 6;130;strada avrig 6
8;1093;strada badea cartan 11;1386;strada pann anton 12
8;1094;strada badea cartan 11;1386;strada pann anton 12
8;1095;strada badea cartan 60;1387;strada pann anton 20
6;1096;strada baiculesti 19;175;strada baniei 19
1;1097;strada baldovin parcalabul 4;145;strada baldovin parcalabul 1
1;1098;strada baldovin parcalabul 7;145;strada baldovin parcalabul 1
1;1099;strada baniei 13;171;strada baniei 3
2;1100;bulevardul banul manta 24;147;bulevardul banul manta 9
12;1101;aleea barajul dunarii 3;35;aleea alexandru 4
11;1102;strada barbu iscovescu 34;151;strada barierei 39
11;1103;strada barbu iscovescu 40;850;strada frumoasa 40
10;1104;strada barbu mumuleanu 46;1388;strada parfumului 6
7;1105;bulevardul basarabia 5;578;bulevardul dacia 56
7;1106;bulevardul basarabia 8;378;bulevardul carol i 8
7;1107;bulevardul basarabia 42;577;bulevardul dacia 12
7;1108;bulevardul basarabia 52;577;bulevardul dacia 12
6;1109;bulevardul basarabia 62;582;bulevardul dacia 62
7;1110;bulevardul basarabia 62a;582;bulevardul dacia 62
7;1111;bulevardul basarabia 68;579;bulevardul dacia 58
7;1112;bulevardul basarabia 78;579;bulevardul dacia 58
2;1113;strada batiste 9;158;strada batistei 39
2;1114;strada batiste 11;152;strada batistei 13
3;1115;strada batiste 16a;152;strada batistei 13
2;1116;strada batiste 26;154;strada batistei 21
2;1117;strada batiste 28a;156;strada batistei 24a
11;1118;strada benjamin franklin 5;170;strada baneasa ancuta 5
12;1119;strada benjamin franklin 14;237;strada blanari 14
1;1120;strada berzei 2;201;strada berzei 42
1;1121;strada berzei 5;204;strada berzei 58
2;1122;strada berzei 12b;201;strada berzei 42
2;1123;strada berzei 12c;201;strada berzei 42
3;1124;strada berzei 42-46;201;strada berzei 42
4;1125;strada berzei 50bis;204;strada berzei 58
1;1126;strada berzei 59;204;strada berzei 58
1;1127;strada berzei 64;202;strada berzei 44
1;1128;strada berzei 72;201;strada berzei 42
2;1129;strada berzei 77;201;strada berzei 42
1;1130;strada berzei 83;205;strada berzei 81
6;1131;strada bibescu voda 19;1315;strada patrascu voda 12
1;1132;strada biserica marcuta 1;219;strada biserica marcuta 8
1;1133;strada biserica marcuta 3;219;strada biserica marcuta 8
1;1134;strada biserica marcuta 5;219;strada biserica marcuta 8
5;1135;strada bitolia 6;101;strada atena 6
5;1136;strada bitolia 51;224;intrarea bitolia 5
1;1137;strada blanari 12;159;strada blanari 2
1;1138;strada bucur 2;298;strada bucur 5
1;1139;strada bucur 6;298;strada bucur 5
2;1140;strada bucur 13;298;strada bucur 5
2;1141;strada bucur 17;298;strada bucur 5
2;1142;strada buzesti 15c;332;strada buzesti 55
1;1143;strada buzesti 24;327;strada buzesti 2-4
7;1144;strada c a rosetti 10;336;strada caimatei 10
8;1145;strada c a rosetti 19;151;strada barierei 39
7;1146;strada c a rosetti 24;514;strada coltei 24
7;1147;strada c a rosetti 38;368;strada cameliei 38
7;1148;strada c a rosetti 40;477;strada cauzasi 40
10;1149;strada caderea bastiliei 1;360;strada cameliei 1
11;1150;strada caderea bastiliei 45;1430;strada parvan vasile 12
11;1151;strada caderea bastiliei 55;1430;strada parvan vasile 12
11;1152;strada caderea bastiliei 59;1209;strada matei basarab 59
1;1153;strada caimatei 6;302;strada caimatei 3
1;1154;calea calarasilor 33;408;calea calarasilor 34
1;1155;calea calarasilor 35;408;calea calarasilor 34
1;1156;calea calarasilor 53;197;calea calarasilor 57
1;1157;calea calarasilor 53;197;calea calarasilor 57
1;1158;calea calarasilor 75;424;calea calarasilor 72
1;1159;calea calarasilor 80;428;calea calarasilor 82
1;1160;calea calarasilor 90;435;calea calarasilor 91
2;1161;calea calarasilor 319;310;calea calarasilor 61
7;1162;intrarea caltuna 15;224;intrarea bitolia 5
7;1163;intrarea caltuna 17;1340;intrarea noptii 1
4;1164;strada calusei 4a;503;strada coltei 4
5;1165;strada calusei 19a;175;strada baniei 19
5;1166;strada calusei 32a;501;strada coltei 2
5;1167;strada calusei 64a;156;strada batistei 24a
1;1168;strada cameliei 8;360;strada cameliei 1
7;1169;strada camil ressu 19;360;strada cameliei 1
7;1170;strada camil ressu 23;1722;strada scarlatescu 20
4;1171;strada caminului 1;148;strada banului 3
4;1172;strada caminului 2;148;strada banului 3
8;1173;strada caminului 14-20;88;strada armindenului 12
6;1174;strada caminului 16a;148;strada banului 3
9;1175;strada carol davila 109;84;strada armeneasca 10
0;1176;bulevardul carol i 6;377;bulevardul carol i 6
0;1177;bulevardul carol i 8;378;bulevardul carol i 8
0;1178;bulevardul carol i 25;381;bulevardul carol i 25
1;1179;bulevardul carol i 35;381;bulevardul carol i 25
0;1180;bulevardul carol i 37;384;bulevardul carol i 37
1;1181;bulevardul carol i 50;388;bulevardul carol i 53
1;1182;bulevardul carol i 57;382;bulevardul carol i 27
1;1183;bulevardul carol i 58;378;bulevardul carol i 8
0;1184;bulevardul carol i 59;390;bulevardul carol i 59
0;1185;bulevardul carol i 66;392;bulevardul carol i 66
4;1186;bulevardul carol i 68-70;377;bulevardul carol i 6
1;1187;bulevardul carol i 54;376;bulevardul carol i 4
9;1188;strada carol knappe 78;1490;strada polona 8
4;1189;strada casin 10;486;strada chile 10
1;1190;strada cavafii vechi 1;406;strada cavafii vechi 11
1;1191;strada cavafii vechi 3;407;strada cavafii vechi 13
2;1192;strada cavafii vechi 5;406;strada cavafii vechi 11
1;1193;strada cavafii vechi 17;406;strada cavafii vechi 11
4;1194;strada cercului 1;1588;strada ritmului 1
9;1195;strada cezar bolliac 25;10;strada albac 25
4;1196;strada chindiei 4;484;strada chile 4
11;1197;strada ciprian porumbescu 3;567;strada cristian radu 3
12;1198;strada ciprian porumbescu 6;566;strada cristian radu 2
11;1199;strada ciprian porumbescu 7;569;strada cristian radu 7
13;1200;strada ciprian porumbescu 11;566;strada cristian radu 2
6;1201;strada ciresoaia 150;982;strada mioara 15
5;1202;strada ciresului 35;1353;strada parfumului 35
8;1203;intrarea clucereasa maria 6;57;intrarea alexe marin 6
11;1204;strada cluceru udricani 12;800;strada florescu ion 12
1;1205;soseaua colentina 8;499;soseaua colentina 
2;1206;soseaua colentina 37;499;soseaua colentina 
2;1207;soseaua colentina 51;499;soseaua colentina 
2;1208;strada coltei 15a;500;strada coltei 1
1;1209;strada coltei 23;501;strada coltei 2
1;1210;strada coltei 34;502;strada coltei 3
1;1211;strada coltei 36;502;strada coltei 3
6;1212;aleea compozitorilor 5;483;aleea campul mosilor 5
8;1213;aleea compozitorilor 11;483;aleea campul mosilor 5
8;1214;aleea compozitorilor 30;483;aleea campul mosilor 5
6;1215;strada concordiei 5;504;strada coltei 5
6;1216;strada concordiei 11;172;strada baniei 11
12;1217;strada constantin balescu 31;528;strada constaninescu alexandru 34
11;1218;strada constantin bonea 16;480;strada campineanu ion 16
12;1219;strada constantin bosianu 10;1695;strada rosetti maria 15
11;1220;strada constantin brancusi 3;567;strada cristian radu 3
11;1221;strada constantin brancusi 5;568;strada cristian radu 5
11;1222;strada constantin brancusi 7;569;strada cristian radu 7
11;1223;strada constantin coanda 27;566;strada cristian radu 2
11;1224;strada constantin cristescu 2;547;strada costache aristia 29
11;1225;strada constantin cristescu 3;535;strada constaninescu mitrita 3
16;1226;strada constantin daniel rosenthal 17;534;strada constaninescu mitrita 1
16;1227;strada constantin daniel rosenthal 38;530;strada constaninescu alexandru 38
13;1228;strada constantin f robescu 2;534;strada constaninescu mitrita 1
13;1229;strada constantin f robescu 6;534;strada constaninescu mitrita 1
14;1230;strada constantin miculescu 20-22;531;strada constaninescu alexandru 42
12;1231;strada constantin miculescu 32;528;strada constaninescu alexandru 34
8;1232;strada constantin nacu 5;568;strada cristian radu 5
12;1233;strada constantin sandu aldea 40;531;strada constaninescu alexandru 42
10;1234;strada constantin stahi 3;493;strada clopotarii vechi 4
11;1235;strada constantin stere 25;154;strada batistei 21
8;1236;bulevardul constructorilor 3;111;bulevardul aviatorilor 3
8;1237;bulevardul constructorilor 11;115;bulevardul aviatorilor 11
9;1238;bulevardul constructorilor 15;110;bulevardul aviatorilor 1
4;1239;strada corbeni 35;502;strada coltei 3
4;1240;strada cornelia 3;502;strada coltei 3
4;1241;strada cornelia 5;504;strada coltei 5
4;1242;strada cornelia 12;970;strada icoanei 12
5;1243;strada cornelia 17;324;strada burghelea 17
5;1244;strada cornelia 19;325;strada burghelea 19
5;1245;strada cornelia 28;278;strada brailita 28
4;1246;strada cornelia 38;519;strada coltei 38
11;1247;bulevardul corneliu coposu 1;875;bulevardul golescu dinicu 16
11;1248;intrarea costache negri 4;1971;intrarea voicu ion 4
8;1249;strada costache negri 13;495;strada coanda henri 11
7;1250;strada costache negri 28;547;strada costache aristia 29
2;1251;soseaua cotroceni 9;562;soseaua cotroceni 32
2;1252;soseaua cotroceni 18;562;soseaua cotroceni 32
1;1253;strada covaci 2;563;strada covaci 
1;1254;strada covaci 3;563;strada covaci 
1;1255;strada covaci 4;563;strada covaci 
1;1256;strada covaci 5;563;strada covaci 
1;1257;strada covaci 8;563;strada covaci 
1;1258;strada covaci 13;564;strada covaci 16
2;1259;strada covaci 21;563;strada covaci 
2;1260;strada covaci 23;563;strada covaci 
4;1261;strada covasna 15;564;strada covaci 16
5;1262;strada covasna 27;240;strada bocsa 2
4;1263;strada cozla 2a;240;strada bocsa 2
4;1264;strada craciun 8;1858;strada traian 85
9;1265;strada crinul de padure 2;566;strada cristian radu 2
6;1266;strada crinului 5-15;1588;strada ritmului 1
4;1267;strada crisana 3;1845;strada tirana 1
5;1268;strada crisana 35;982;strada mioara 15
7;1269;strada crizantemelor 2;1446;strada plantelor 4
6;1270;strada crizantemelor 4;1446;strada plantelor 4
7;1271;strada crizantemelor 6;1446;strada plantelor 4
7;1272;strada crizantemelor 8;1446;strada plantelor 4
8;1273;strada crizantemelor 16;1446;strada plantelor 4
7;1274;strada crizantemelor 20;1448;strada plantelor 40
9;1275;strada culmea veche 5;302;strada caimatei 3
1;1276;strada cutitul de argint 18;571;strada cutitul de argint 1
1;1277;strada cutitul de argint 19;571;strada cutitul de argint 1
2;1278;strada cutitul de argint 28;571;strada cutitul de argint 1
6;1279;strada cutitul de argint 62-62a;571;strada cutitul de argint 1
2;1280;strada cutitul de argint 64;571;strada cutitul de argint 1
2;1281;strada cutitul de argint 68;571;strada cutitul de argint 1
3;1282;strada cutitul de argint 72a;571;strada cutitul de argint 1
2;1283;strada cutitul de argint 74;571;strada cutitul de argint 1
5;1284;strada cuza voda 53;1067;strada leon voda 3
5;1285;strada cuza voda 78;1248;strada mihai voda 7
5;1286;strada cuza voda 89;1249;strada mihai voda 9
5;1287;strada cuza voda 86;1572;strada radu voda 26
5;1288;strada cuza voda 93;1067;strada leon voda 3
5;1289;strada cuza voda 98;1249;strada mihai voda 9
1;1290;bulevardul dacia 32;577;bulevardul dacia 12
1;1291;bulevardul dacia 37;584;bulevardul dacia 67
1;1292;bulevardul dacia 45;588;bulevardul dacia 75
1;1293;bulevardul dacia 64;580;bulevardul dacia 60
1;1294;bulevardul dacia 80;580;bulevardul dacia 60
0;1295;bulevardul dacia 101;354;bulevardul dacia 101
0;1296;bulevardul dacia 103;464;bulevardul dacia 103
0;1297;bulevardul dacia 103;464;bulevardul dacia 103
1;1298;bulevardul dacia 104;354;bulevardul dacia 101
1;1299;bulevardul dacia 114;602;bulevardul dacia 117
1;1300;bulevardul dacia 116;602;bulevardul dacia 117
1;1301;bulevardul dacia 131;354;bulevardul dacia 101
2;1302;bulevardul dacia 149;354;bulevardul dacia 101
1;1303;bulevardul dacia 153;464;bulevardul dacia 103
2;1304;bulevardul dacia 159;354;bulevardul dacia 101
1;1305;bulevardul dacia 160;580;bulevardul dacia 60
2;1306;bulevardul dacia 168;354;bulevardul dacia 101
1;1307;bulevardul dacia 172;577;bulevardul dacia 12
13;1308;strada david praporgescu 29;127;strada avram iancu 1
1;1309;aleea dealul mitropoliei 5;613;aleea dealul mitropoliei 7
1;1310;aleea dealul mitropoliei 11;614;aleea dealul mitropoliei 15
1;1311;aleea dealul mitropoliei 17;613;aleea dealul mitropoliei 7
1;1312;aleea dealul mitropoliei 19;614;aleea dealul mitropoliei 15
5;1313;strada dej 78;86;strada avrig 78
5;1314;strada despot voda 38;1067;strada leon voda 3
2;1315;strada dianei 13;626;strada dianei 9
5;1316;strada diditel 14;153;strada batistei 14
5;1317;strada diditel 13;152;strada batistei 13
14;1318;strada dimitrie bolintineanu 2;621;strada demarat zossima 2
14;1319;strada dimitrie bolintineanu 3;1256;strada miile constantin 1
12;1320;bulevardul dimitrie cantemir 3;758;bulevardul eroii sanitari 8
12;1321;bulevardul dimitrie cantemir 4;758;bulevardul eroii sanitari 8
12;1322;bulevardul dimitrie cantemir 5;758;bulevardul eroii sanitari 8
12;1323;bulevardul dimitrie cantemir 9;758;bulevardul eroii sanitari 8
12;1324;strada dimitrie giurescu 4;137;strada baia de fier 4
12;1325;strada dimitrie giurescu 7;709;strada dumbrava rosie 7
12;1326;strada dimitrie giurescu 9;711;strada dumbrava rosie 9
12;1327;strada dimitrie giurescu 10;141;strada baia de fier 10
10;1328;strada dimitrie gusti 19;88;strada armindenului 12
10;1329;strada dimitrie onciul 12;88;strada armindenului 12
11;1330;strada dimitrie onciul 16;88;strada armindenului 12
11;1331;strada dimitrie onciul 31;1213;strada matei voievod 31
11;1332;strada dimitrie orbescu 8;710;strada dumbrava rosie 8
11;1333;strada dimitrie orbescu 11;670;strada drobeta 11
12;1334;strada dimitrie racovita 25;621;strada demarat zossima 2
13;1335;strada dimitrie racovita 30a;705;strada dumbrava rosie 3
12;1336;strada dimitrie racovita 41;703;strada dumbrava rosie 1
10;1337;strada dimitrie salmen 20;216;strada biserica amzei 20
11;1338;strada dimitrie salmen 30;210;strada biserica amzei 10
10;1339;bulevardul dinicu golescu 1a;1166;bulevardul maniu iuliu 9
8;1340;bulevardul dinicu golescu 9;1166;bulevardul maniu iuliu 9
10;1341;strada dionisie lupu 31;816;strada foisorului 118
2;1342;strada doamna ghica 125;631;strada doamna ghica 3-5
1;1343;strada doamnei 7;542;strada doamnei 1
1;1344;strada doamnei 11;542;strada doamnei 1
3;1345;strada doamnei 27-29;635;strada doamnei 2-6
4;1346;strada dobrogei 12;640;strada doamnei 12
3;1347;strada doina 11;1796;strada sofia 11
3;1348;strada doina 13;1494;strada polona 13
3;1349;strada doina 15;1495;strada polona 15
1;1350;strada domnita anastasia 10;655;strada domnita anastasia 1
1;1351;strada domnita anastasia 17;655;strada domnita anastasia 1
5;1352;strada domnita ancuta 9;658;strada domnita anastasia 9
2;1353;calea dorobantilor 51;664;calea dorobantilor 16
1;1354;calea dorobantilor 69;666;calea dorobantilor 39
1;1355;calea dorobantilor 70;668;calea dorobantilor 60
1;1356;calea dorobantilor 75;669;calea dorobantilor 72
2;1357;calea dorobantilor 134;664;calea dorobantilor 16
5;1358;strada dragos voda 3;1067;strada leon voda 3
6;1359;intrarea dragusa 5;224;intrarea bitolia 5
7;1360;intrarea dragusa 6;224;intrarea bitolia 5
7;1361;intrarea dragusa 15;224;intrarea bitolia 5
5;1362;strada dristorului 73;1951;strada viitorului 94
4;1363;strada dristorului 104;814;strada foisorului 106
9;1364;strada drumea radulescu 12;1701;strada russo alecu 11
2;1365;calea dudesti 37;642;calea dudesti 127
2;1366;calea dudesti 51;673;calea dudesti 98
0;1367;strada dumbrava rosie 12;714;strada dumbrava rosie 12
1;1368;strada dumbrava rosie 20;704;strada dumbrava rosie 2
1;1369;strada dumbrava rosie 28;704;strada dumbrava rosie 2
11;1370;intrarea dumitru lemnea 1;224;intrarea bitolia 5
11;1371;intrarea dumitru lemnea 2;224;intrarea bitolia 5
11;1372;intrarea dumitru lemnea 6;224;intrarea bitolia 5
11;1373;intrarea dumitru lemnea 7;224;intrarea bitolia 5
11;1374;intrarea dumitru lemnea 8;224;intrarea bitolia 5
12;1375;intrarea dumitru lemnea 18;224;intrarea bitolia 5
12;1376;strada dumitru papazoglu 106;712;strada dumbrava rosie 10
10;1377;strada dunarea albastra 2;621;strada demarat zossima 2
5;1378;strada duzilor 2;781;strada fetitelor 2
5;1379;strada duzilor 8;485;strada chile 8
6;1380;strada duzilor 33;328;strada buzesti 32
12;1381;strada ecaterina teodoroiu 7;59;strada aman theodor 1
11;1382;strada ecaterina teodoroiu 16;67;strada aman theodor 16
7;1383;strada eclesiarhului 8;92;strada atelierului 18
7;1384;strada elena cuza 5;281;strada franceza 9
7;1385;strada elena cuza 15;824;strada franceza 11
7;1386;strada elena cuza 25;10;strada albac 25
7;1387;strada elena cuza 27;829;strada franceza 17
7;1388;strada elena cuza 35;85;strada armeneasca 35
6;1389;strada elena cuza 40;840;strada franceza 40
6;1390;strada elena cuza 42;841;strada franceza 42
7;1391;strada elena cuza 45;840;strada franceza 40
7;1392;strada elena cuza 47;829;strada franceza 17
7;1393;strada elena cuza 53;826;strada franceza 13
12;1394;strada emanoil porumbaru 7;965;strada lacul gorgova 2
8;1395;strada emanuel david 2;1221;strada mamulari 3
8;1396;strada emanuel david 5;1221;strada mamulari 3
8;1397;strada emanuel david 9;1221;strada mamulari 3
2;1398;strada episcopul radu 6;756;strada episcopul radu 29
2;1399;strada episcopul radu 15;756;strada episcopul radu 29
2;1400;strada episcopul radu 40;756;strada episcopul radu 29
10;1401;strada eufrosin poteca 16;828;strada franceza 16
11;1402;strada eufrosin poteca 22;326;strada burghelea 22
10;1403;strada eufrosin poteca 36;839;strada franceza 36
11;1404;strada eugeniu carada 5-7;207;strada biserica amzei 5-7
10;1405;strada eugeniu carada 7;569;strada cristian radu 7
4;1406;strada fainari 10;230;strada blanari 1
4;1407;strada fainari 45;232;strada blanari 4
5;1408;strada fantanica 16;104;strada atena 16
10;1409;strada felicia racovita 7;773;strada felix lacob 51
1;1410;bulevardul ferdinand i 8;775;bulevardul ferdinand i 3
1;1411;bulevardul ferdinand i 17;776;bulevardul ferdinand i 13
2;1412;bulevardul ferdinand i 29;775;bulevardul ferdinand i 3
1;1413;bulevardul ferdinand i 30;775;bulevardul ferdinand i 3
1;1414;bulevardul ferdinand i 41;778;bulevardul ferdinand i 31
2;1415;bulevardul ferdinand i 44;775;bulevardul ferdinand i 3
5;1416;bulevardul ferdinand i 47bis;775;bulevardul ferdinand i 3
2;1417;bulevardul ferdinand i 49;775;bulevardul ferdinand i 3
1;1418;bulevardul ferdinand i 51;778;bulevardul ferdinand i 31
2;1419;bulevardul ferdinand i 59;775;bulevardul ferdinand i 3
2;1420;bulevardul ferdinand i 60;775;bulevardul ferdinand i 3
2;1421;bulevardul ferdinand i 76;775;bulevardul ferdinand i 3
2;1422;bulevardul ferdinand i 141;776;bulevardul ferdinand i 13
7;1423;calea ferentari 72;1458;calea plevnei 72
7;1424;calea ferentari 72;1458;calea plevnei 72
7;1425;calea ferentari 72;1458;calea plevnei 72
7;1426;calea ferentari 72;1458;calea plevnei 72
7;1427;calea ferentari 72;1458;calea plevnei 72
7;1428;calea ferentari 72;1458;calea plevnei 72
7;1429;calea ferentari 72;1458;calea plevnei 72
7;1430;calea ferentari 72;1458;calea plevnei 72
7;1431;calea ferentari 72;1458;calea plevnei 72
7;1432;calea ferentari 72;1458;calea plevnei 72
7;1433;calea ferentari 72;1458;calea plevnei 72
7;1434;calea ferentari 72;1458;calea plevnei 72
7;1435;strada feroviarilor 1-5;877;strada gradinarilor 12
8;1436;strada feroviarilor 6-8;877;strada gradinarilor 12
9;1437;strada feroviarilor 11-13;877;strada gradinarilor 12
9;1438;strada feroviarilor 22-24;877;strada gradinarilor 12
9;1439;strada feroviarilor 26-28;877;strada gradinarilor 12
8;1440;strada feroviarilor 35b;877;strada gradinarilor 12
7;1441;strada feroviarilor 37;783;strada fetitelor 7
9;1442;strada feroviarilor 47-49;881;strada gradinarilor 40
7;1443;strada feroviarilor 51;877;strada gradinarilor 12
9;1444;strada feroviarilor 62-64;877;strada gradinarilor 12
10;1445;strada feroviarilor 78-84a;879;strada gradinarilor 20a
7;1446;strada floare rosie 7;709;strada dumbrava rosie 7
8;1447;strada florea lazar 3;281;strada franceza 9
2;1448;calea floreasca 11;788;calea floreasca 23
1;1449;calea floreasca 19;790;calea floreasca 159
7;1450;strada foisorul de foc 1;819;strada foisorului 121
1;1451;strada franceza 7;281;strada franceza 9
1;1452;strada franceza 19;281;strada franceza 9
1;1453;strada franceza 46;828;strada franceza 16
1;1454;strada franceza 56;828;strada franceza 16
1;1455;strada franceza 58;823;strada franceza 8
1;1456;strada franceza 64;827;strada franceza 14
1;1457;strada franceza 66;828;strada franceza 16
1;1458;strada frumoasa 12;821;strada frumoasa 16
1;1459;strada frumoasa 20;846;strada frumoasa 24
1;1460;strada frumoasa 29;845;strada frumoasa 19
1;1461;strada frumoasa 35;848;strada frumoasa 33
5;1462;soseaua fundeni 2;683;soseaua panduri 28
2;1463;strada gabroveni 10;527;strada gabroveni 
2;1464;strada gabroveni 18;527;strada gabroveni 
2;1465;strada gabroveni 20;527;strada gabroveni 
2;1466;strada gabroveni 57;527;strada gabroveni 
2;1467;strada gabroveni 61;527;strada gabroveni 
2;1468;strada gala galaction 24;852;strada gala galaction 51
1;1469;strada gala galaction 54;852;strada gala galaction 51
7;1470;strada garibaldi 26a;156;strada batistei 24a
10;1471;strada drumul gazarului 25;1772;strada silozului 25
3;1472;strada gazelei 30;365;strada cameliei 30
4;1473;strada gazelei 32;328;strada buzesti 32
4;1474;strada gazelei 35;365;strada cameliei 30
5;1475;strada gazelei 47;174;strada baniei 17
8;1476;strada george murgoci 9;856;strada georgescu mihail 9
7;1477;strada georges bizet 9;856;strada georgescu mihail 9
13;1478;strada gheorghe cantacuzino 3;856;strada georgescu mihail 9
11;1479;bulevardul gheorghe i duca 2;289;bulevardul bratianu i c 2
