levenshtein_distance#lie_index#lie_add#lmi_index#lmi_add
1#0#bulevardul aviatorilor 65#112#bulevardul aviatorilor 5
1#1#strada baniei 5#171#strada baniei 3
1#2#strada baratiei 35#179#strada baratiei 33
9#3#strada mumuleanu barbu 11#1600#strada ramniceanu naum 11
1#4#strada blanari 21#159#strada blanari 2
5#5#strada busolei 10#172#strada baniei 11
1#6#strada rosetti c a 25#1691#strada rosetti c a 26
2#7#strada rosetti c a 44#679#strada rosetti c a 3
5#8#bulevardul i carol 17#376#bulevardul carol i 4
1#9#strada covaci 1#563#strada covaci 
1#10#strada covaci 6#563#strada covaci 
1#11#strada covaci 19#564#strada covaci 16
1#12#strada mendeleev d i 2#1243#strada mendeleev d i 29
2#13#calea floreasca 112#790#calea floreasca 159
1#14#strada franceza 22#825#strada franceza 12
3#15#strada franceza 38-42#822#strada franceza 2-4
1#16#strada franceza 54#827#strada franceza 14
1#17#strada franceza 60#831#strada franceza 20
2#18#strada gabroveni 55#527#strada gabroveni 
3#19#strada manea gheorghe 15#1169#strada manu gheorghe 12
6#20#bulevardul marinescu gheorghe 3#801#bulevardul magheru gheorghe 8
5#21#strada ghiocei 25#515#strada coltei 25
1#22#strada alexandrescu grigore 78#32#strada alexandrescu grigore 28
1#23#calea grivitei 143#894#calea grivitei 13
4#24#strada halelor 5#951#strada halmeu 5
4#25#strada halelor 7#952#strada halmeu 7
6#26#strada halelor 13-15#953#strada halmeu 11-13
4#27#strada halelor 17#954#strada halmeu 17
1#28#bulevardul bratianu i c 5#1#bulevardul bratianu i c 1
1#29#strada vacarescu ienachita 36#1901#strada vacarescu ienachita 16
2#30#strada brezoianu ion 44#294#strada brezoianu ion 1
1#31#strada florescu ion 13#796#strada florescu ion 1
2#32#bulevardul mihalache ion 68#1253#bulevardul mihalache ion 10
2#33#bulevardul mihalache ion 181#1253#bulevardul mihalache ion 10
7#34#strada neculce ion 74#863#strada ghica ion 4
1#35#strada barasch iuliu 12#149#strada barasch iuliu 11
1#36#bulevardul catargiu lascar 15a#396#bulevardul catargiu lascar 15
1#37#bulevardul catargiu lascar 48#394#bulevardul catargiu lascar 8
4#38#strada lipova 24#1072#strada lipscani 24
1#39#strada lipscani 79#1050#strada lipscani 77
1#40#strada lipscani 46#0#strada lipscani 16
1#41#strada lipscani 38#3#strada lipscani 32
8#42#strada pasteur louis 30#229#strada blank louis 32
1#43#strada rosetti maria 55#1695#strada rosetti maria 15
2#44#strada rosetti maria 8a#1695#strada rosetti maria 15
1#45#strada eminescu mihai 17#742#strada eminescu mihai 27
1#46#strada eminescu mihai 37#742#strada eminescu mihai 27
1#47#bulevardul balcescu nicolae 25#166#bulevardul balcescu nicolae 24
1#48#strada iorga nicolae 31#1009#strada iorga nicolae 1
4#49#strada occidentului 53-55#1352#strada occidentului 8-10
2#50#strada paleologu 3#1337#strada paleologu 12
8#51#strada cretu petre 68#754#strada enescu george 38
1#52#strada plantelor 45#1446#strada plantelor 4
1#53#strada plantelor 20#1448#strada plantelor 40
6#54#strada plugarilor 46#1412#strada paris 46
3#55#strada polona 24-26#1499#strada polona 22
14#56#strada unite principatele 38-40#1538#strada principatele unite 63
6#57#strada profesorilor 10#653#strada docentilor 10
8#58#bulevardul maria regina 36-38#1177#bulevardul regina maria 36-38
12#59#bulevardul elisabeta regina 21#611#bulevardul regina elisabeta 21
11#60#bulevardul elisabeta regina 47#1178#bulevardul regina maria 40
5#61#intrarea roma 3#1342#intrarea noptii 3
0#62#piata romana 5#1646#piata romana 5
5#63#strada salcamilor 12#1769#strada sfintilor 12
1#64#strada sapientei 3#1712#strada sapientei 4
6#65#strada sepcari 12-14#236#strada blanari 10-12
